"Freq [GHz]","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='11.992mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='23.984mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='35.976mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='47.968mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='59.96mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='71.952mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='83.944mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='95.936mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='107.928mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='119.92mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='131.912mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='143.904mm'","ang_deg(S(FloquetPort1:1,FloquetPort2:1)) [deg] - dielectriclength='155.892mm'"
1.35,27.727591880709,19.6754987638325,11.6215154444212,3.57006650706277,-4.48138720197047,-12.5314292818091,-20.582058822642,-28.6407288866343,-36.6933648586183,-44.7446210720231,-52.7961668351438,-60.8478222503344,-68.8959502876609
1.36,25.2664386016985,17.1547105824692,9.04103081301373,0.929961846156744,-7.18110416596813,-15.2907094652168,-23.4009255153378,-31.5194235455299,-39.6317061024426,-47.7425568995654,-55.85372806727,-63.9650251776453,-72.0727510602597
1.37,22.8052912951913,14.6339280924474,6.46054980473679,-1.71013835383211,-9.88081613706445,-18.0499833539893,-26.2197802108529,-34.3981111907028,-42.5700408345282,-50.7404852405121,-58.911283447718,-67.0822231153672,-75.249544601316
1.38,20.3441502310015,12.1131515596764,3.88007255648897,-4.35023400379352,-12.5805230459055,-20.8092508546402,-29.0386227218328,-37.2767915147719,-45.5083688079316,-53.7384060012835,-61.9688330322178,-70.1994159985407,-78.4263303389779
1.39,17.8830156797946,9.59238126006817,1.29959921264529,-6.99032501801018,-15.2802248296845,-23.5685118699003,-31.8574528718939,-40.1554642087369,-48.4466897767592,-56.7363190991368,-65.0263768816497,-73.3166037457329,-81.6031076573595
1.4,15.4218879117005,7.07161747894303,-1.28087007490003,-9.63041131359686,-17.9799214317657,-26.3277662983731,-34.6762704931463,-43.0341289630759,-51.3850034973668,-59.7342244623547,-68.0839150608303,-76.4337862575149,-84.7798758985409
1.41,12.9607671948724,4.55086051034006,-3.86133514673457,-12.2704928099253,-20.6796128012668,-29.0870140341734,-37.4950754236759,-45.9127854688684,-54.3233097295528,-62.7321220303489,-71.141447637195,-79.5509634150372,-87.956634365117
1.42,10.4996537940003,2.03011065623321,-6.44179583597471,-14.9105694280402,-23.3792988926053,-31.8462549665542,-40.3138675050037,-48.7914334189404,-57.2616082377342,-65.7300117536741,-74.19897467938,-82.6681350787226,-91.1333823232973
1.43,8.03854796878987,-0.490631774343268,-9.02225196835941,-17.5506410900691,-26.0789796650077,-34.6054889795168,-43.1326465795423,-51.6700725090267,-60.1998987921014,-68.7278935939511,-77.256496255714,-85.7853010870991,-94.3101190065513
1.44,5.57744997241926,-3.01136646625688,-11.6027033623924,-20.1907077186318,-28.7786550819866,-37.3647159514103,-45.9514124880656,-54.5487024389475,-63.1381811697446,-71.7257675236965,-80.3140124326261,-88.9024612557914,-97.4868436197903
1.45,3.11636004998467,-5.53209309932176,-14.1831498295334,-22.8307692362521,-31.4783251107868,-40.1239357545187,-48.7701650672112,-57.4273229137926,-66.0764551557447,-74.7236335260566,-83.3715232729813,-92.0196153766901,-100.663555344068
1.46,0.65527843694915,-8.05281134942114,-16.7635911744399,-25.4708255647768,-34.1779897218048,-42.8831482546361,-51.5889041470334,-60.3059336451115,-69.0147205442243,-77.7214915944463,-86.4290288343508,-95.1367632173166,-103.840253341779
1.47,-1.80579464239282,-10.5735208897012,-19.3440271952577,-28.1108766248064,-36.877648887982,-45.6423533106338,-54.4076295486242,-63.1845343521022,-71.9529771393525,-80.7193417320923,-89.4865291672319,-98.253904520398,-107.01693676232
1.48,-4.26685897642056,-13.0942213918299,-21.9244576839633,-30.7509223351404,-39.5773025841777,-48.4015507740189,-57.2263410818179,-66.0631247627966,-74.8912247562955,-83.717183951479,-92.5440243132267,-101.371039003667,-110.193604748184
1.49,-6.72791436764749,-15.6149125273125,-24.5048824267553,-33.3909626122412,-42.2769507865224,-51.160740488485,-60.0450385429989,-68.9417046152351,-77.8294632221127,-86.715018273701,-95.6015143031923,-104.488166359901,-113.370256441446
1.5,-9.18896063412277,-18.1355939688558,-27.0853012044951,-36.0309973697216,-44.9765934717571,-53.9199222894594,-62.8637217130244,-71.8202736586291,-80.7676923765881,-89.7128447277216,-98.6589991553786,-107.605286257204,-116.546890990577
1.51,-11.6499976107579,-20.6562653917728,-29.6657137931965,-38.6710265178581,-47.676230616559,-56.6790960036451,-65.6823903552812,-74.6988316545036,-83.7059120729955,-92.7106633495405,-101.716478873562,-110.722398339547,-119.723507557556
1.52,-14.1110251505651,-23.1769264754164,-32.2461199645619,-41.311049963133,-50.3758621968593,-59.4382614485624,-68.5010442138869,-77.5773783778179,-86.6441221787932,-95.7084741812725,-104.773953445198,-113.839502227571,-122.900105325194
1.53,-16.5720431257911,-25.6975769046334,-34.8265194865641,-43.9510676078103,-53.0754881871555,-62.197418432089,-71.3196830120516,-80.4559136180572,-89.5823225762424,-98.7062772701427,-107.831422839593,-116.956597519644,-126.076683504628
1.54,-19.0330514289337,-28.2182163712279,-37.4069121240721,-46.591079349547,-55.7751085598222,-64.9565667520033,-74.1383064506105,-83.334437180294,-92.520513162948,-101.704072667399,-110.888887006132,-120.073683793191,-129.253241342891
1.55,-21.4940499736242,-30.738844575422,-39.9872976395168,-49.2310850810421,-58.474723284422,-67.7157061955311,-76.9569142067391,-86.2129488862113,-95.4586938523173,-104.701860427151,-113.946345872552,-123.190760606278,-132.429778130503
1.56,-23.9550386953651,-33.2594612273025,-42.5676757935968,-51.871084689727,-61.1743323270229,-70.474836538898,-79.7755059328601,-89.0914485750853,-98.3968645739345,-107.699640605135,-117.003799343297,-126.307827499457,-135.606293208997
1.57,-26.4160175521082,-35.780066048242,-45.1480463460181,-54.5110780574992,-63.8739356495227,-73.2339575468903,-82.5940812557523,-91.9699361047226,-101.335025273849,-110.697413257416,-120.061247297959,-129.424883997853,-138.782785978288
1.58,-28.8769865246609,-38.3006587722822,-47.7284090562676,-57.1510650605006,-66.5735332089856,-75.9930689724264,-85.4126397758659,-94.8484113523484,-104.273175914778,-113.695178439033,-123.118689589821,-132.54192961349,-141.959255903826
1.59,-31.3379456169105,-40.8212391474659,-50.3087636844138,-59.7910455689422,-69.2731249569939,-78.7521705561403,-88.2311810668528,-97.7268742154399,-107.211316476211,-116.692936202587,-126.176126044525,-135.658963847836,-145.135702523417
1.6,-33.7988948558547,-43.3418069371056,-52.8891099919326,-62.4310194469775,-71.9727108390166,-81.5112620259805,-91.0497046753144,-100.605324612503,-110.149446954441,-119.690686596793,-129.233556458865,-138.775986194564,-148.312125453651
1.61,-36.2598342914313,-45.8623619209778,-55.4694477425539,-65.0709865526242,-74.6722907938012,-84.2703430968255,-93.8682101207715,-103.483762483787,-113.087567362485,-122.688429664988,-132.290980599732,-141.892996142485,-151.488524395834
1.62,-38.7207639961371,-48.3829038964277,-58.0497767031236,-67.7109467377372,-77.3718647527885,-87.02941347012,-96.6866968958554,-106.362187791933,-116.025677729931,-125.686165443613,-135.348398203217,-145.009993178657,-154.664899141353
1.63,-41.1816840644311,-50.9034326793733,-60.6300966444763,-70.3508998480292,-80.0714326395545,-89.7884728335317,-99.5051644667231,-109.240600522554,-118.963778102687,-128.683893960684,-138.40580897389,-148.126976791629,-157.841249576372
1.64,-43.6425946119174,-53.4239481051983,-63.2104073423152,-72.9908457231446,-82.7709943692841,-92.5475208606336,-102.323612273693,-112.119000684744,-121.901868542644,-131.68161523424,-141.463212584258,-151.243946474807,-161.017575685803
1.65,-46.1034957743033,-55.9444500295188,-65.7907085780922,-75.6307841967818,-85.4705498482759,-95.3065572106122,-105.142039732099,-114.997388311509,-124.83994912725,-134.679329270804,-144.520608674426,-154.360901729892,-164.19387755645
1.66,-48.5643877061319,-58.4649383288157,-68.3710001398826,-78.2707150968655,-88.1700989734828,-98.0655815280052,-107.960446233356,-117.875763460117,-127.778019949005,-137.677036063839,-147.577996851956,-157.477842070384,-167.370155379278
1.67,-51.0252705792908,-60.9854129009208,-70.9512818232521,-80.9106382457685,-90.8696416320917,-100.824593442471,-110.778831146236,-120.754126212375,-130.716081114862,-140.674735592238,-150.635376691941,-160.594767025106,-170.546409450721
1.68,-53.4861445812964,-63.505873665346,-73.5315534321052,-83.5505534605801,-93.5691777011413,-103.583592568591,-113.597193818342,-123.63247667481,-133.654132745563,-143.672427818834,-153.692747737307,-163.711676141711,-173.722640172986
1.69,-55.9470099133601,-66.0263205634466,-76.111814779514,-86.1904605534216,-96.2687070471829,-106.342578505708,-116.415533577775,-126.510814978767,-136.592174974887,-146.670112688951,-156.750109499331,-166.82856899015,-176.898848053291
1.7,-58.4078667882422,-68.5467535584115,-78.6920656885182,-88.8303593318059,-98.9682295259853,-109.101550837803,-119.233849734976,-129.389141280423,-139.530207948828,-149.667790129007,-159.807461458398,-169.945445166052,179.924966297997
1.71,-60.8687154279012,-71.0671726350714,-81.272305992893,-91.4702495990396,-101.667744982285,-111.860509133415,-122.05214158474,-132.267455760702,-142.468231824709,-152.665460045174,-162.864803064989,-173.062304293986,176.748802170366
1.72,-63.3295560609475,-73.5875777995177,-83.8525355378757,-94.1101311546651,-104.367253249582,-114.619452945596,-124.870408408393,-135.145758625094,-145.406246770221,-155.663122322114,-165.922133740906,-176.179146030565,173.572658757327
1.73,-65.7903889199163,-76.1079690785291,-86.4327541808491,-96.7500037949399,-107.066754149987,-117.378381811915,-127.688649476093,-138.024050103389,-148.344252962412,-158.660776821788,-168.979452880729,-179.295970067363,170.396535161743
1.74,-68.2512142383714,-78.6283465187996,-89.0129617919722,-99.389867313351,-109.766247494113,-120.137295254513,-130.506864049274,-140.902330449304,-151.282250586615,-161.658423382358,-172.036759853513,177.587223866408,167.220430402348
1.75,-70.7120322478561,-81.148710185965,-91.5931582547551,-102.02972150116,-112.465733081023,-122.896192780194,-133.325051383189,-143.78059994001,-154.220239835325,-164.656061817193,-175.094054004705,174.47043600148,164.044343421423
1.76,-73.1728431747105,-83.6690601634277,-94.1733434665705,-104.669566147977,-115.165210698218,-125.655073880573,-136.143210729554,-146.658858875573,-157.158220907031,-167.653691913974,-178.151334658289,171.353666526409,160.868273093609
1.77,-75.6336472367735,-86.1893965509773,-96.7535173390976,-107.309401042359,-117.86468012169,-128.413938032275,-138.961341339251,-149.537107578276,-160.096194005012,-170.651313433928,178.791398880849,168.236915585806,157.692218235834
1.78,-78.0944446399909,-88.7097194632094,-99.3336797986939,-109.949225972426,-120.564141116012,-131.172784697186,-141.779442465105,-152.415346391851,-163.034159336092,-173.648926111179,175.734147324356,165.120183278909,154.516177618289
1.79,-80.5552355749532,-91.2300290277452,-101.913830786687,-112.5890407265,-123.263593434484,-133.931613322748,-144.597513364679,-155.293575680608,-165.972117109371,-176.64652965224,172.676911397647,162.003469658575,151.340149976409
1.8,-83.0160202133871,-93.7503253832548,-104.493970259586,-115.228845093751,-125.963036819332,-136.690423342327,-147.415553303095,-158.171795828459,-168.910067534931,-179.644123735638,169.619691836959,158.886774730677,148.164134023766
1.81,-85.4767987046266,-96.2706086772911,-107.074098189203,-117.868638864853,-128.662471001949,-139.449214175615,-150.233561555845,-161.05000723784,-171.848010822524,177.358291988301,166.562489386235,155.770098453965,144.988128465802
1.82,-87.9375711720904,-98.7908790639399,-109.654214562686,-120.508421832644,-131.361895703191,-142.2079852291,-153.051537411572,-163.928210328533,-174.785947180252,174.360717897524,163.505304793857,152.653440740383,141.812132014304
1.83,-90.3983377097944,-101.311136701297,-112.234319382459,-123.148193792786,-134.061310633716,-144.966735896595,-155.869480174813,-166.806405536386,-177.723876813232,171.363154398161,160.448138809245,149.536801455879,138.636143402502
1.84,-92.8590983789261,-103.83138174878,-114.814412666058,-125.787954544422,-136.760715494369,-147.725465559808,-158.687389168663,-169.68459331193,179.338200077724,168.365601924264,157.390992179338,146.42018042172,135.460161400668
1.85,-95.319853204514,-106.351614364287,-117.394494445872,-128.427703890814,-139.460109976611,-150.484173588986,-161.505263737355,-172.562774118904,176.400283297439,165.368060937388,154.333865644987,143.303577416314,132.284184832101
1.86,-97.7806021722165,-108.871834701219,-119.974564768781,-131.067441639983,-142.159493762991,-153.242859343603,-164.323103248731,-175.440948432668,173.462372657683,162.370531925998,151.276759937272,140.186992177553,129.108212589336
1.87,-100.241345225267,-111.392042905375,-122.55462369569,-133.707167605312,-144.858866527657,-156.001522173107,-167.140907096582,-178.319116738536,170.524467978466,159.373015404702,148.219675773774,137.070424405682,125.932243650445
1.88,-102.702082261598,-113.912239111741,-125.134671300955,-136.346881606139,-147.558227936901,-158.760161417728,-169.958674702835,178.802720469999,167.586569089314,156.375511913312,145.162613854818,133.953873766676,122.756277095263
1.89,-105.162813131182,-116.432423441185,-127.714707671708,-138.986583468316,-150.257577649748,-161.518776409326,-172.776405519577,175.924562693129,164.64867583052,153.378022015736,142.105574859729,130.837339896136,119.580312121381
1.9,-107.623537633611,-118.952595997085,-130.294732907073,-141.626273024736,-152.956915318562,-164.277366472311,-175.594099030892,173.046409426682,161.710788054357,150.38054629869,139.048559443102,127.720822403685,116.404348059742
1.91,-110.084255515945,-121.472756861902,-132.87474711728,-144.265950115828,-155.6562405897,-167.035930924597,-178.411754754489,170.168260164166,158.772905626263,147.383085370252,135.991568231147,124.604320877839,113.228384389665
1.92,-112.544966470867,-123.992906093722,-135.454750422673,-146.905614589998,-158.355553104172,-169.794469078619,178.770627756878,167.290114398894,155.835028425981,144.385639858239,132.934601818097,121.487834891349,110.05242075313
1.93,-115.005670135151,-126.513043722796,-138.034742952622,-149.545266304044,-161.054852498339,-172.552980242391,175.95304891423,164.411971626194,152.897156348656,141.388210408424,129.877660762746,118.371364006964,106.876456968155
1.94,-117.466366088488,-129.033169748084,-140.614724844333,-152.184905123506,-163.754138404625,-175.311463720616,173.135509091432,161.533831345694,149.959289305887,138.390797682605,126.820745585115,115.254907783605,103.70049304109
1.95,-119.92705385268,-131.553284133847,-143.194696241562,-154.82453092297,-166.45341045224,-178.069918815837,170.31800862451,158.655693063685,147.021427226724,135.393402356513,123.763856763288,112.138465782903,100.524529177671
1.96,-122.387732891231,-134.073386806303,-145.774657293242,-157.464143586318,-169.152668267922,179.17165517037,167.500547811242,155.77755629555,144.083570058616,132.396025117583,120.70699473045,109.022037576058,97.3485657926669
1.97,-124.848402609347,-136.593477650366,-148.354608152026,-160.103743006912,-171.851911476681,176.413258936163,164.683126911027,152.899420568266,141.145717768301,129.398666662589,117.650159872139,105.905622750976,94.1726035179794
1.98,-127.30906235437,-139.113556506503,-150.934548972743,-162.743329087723,-174.551139702554,173.654893178161,161.865746145025,150.021285422954,138.20787034263,126.401327695156,114.593352523755,102.789220919639,90.9966432090372
1.99,-129.769711416648,-141.633623167734,-153.514479910786,-165.382901741391,-177.250352569354,170.896558590146,159.048405696594,147.143150417504,135.270027789343,123.40400892316,111.536572968334,99.6728317256424,87.8206859493678
2,-132.230349030868,-144.153677376795,-156.094401120429,-168.022460890221,-179.949549701417,168.138255861726,156.231105712008,144.26501512923,132.332190137775,120.406711056021,108.479821434638,96.5564548518519,84.6447330532203
2.01,-134.690974377844,-146.673718823493,-158.674312753092,-170.662006466101,177.351269275656,165.379985676977,153.413846301466,141.386879157586,129.394357439495,117.409434801911,105.423098095548,93.440090028114,81.4687860661376
2.02,-137.151586586775,-149.193747142282,-161.254214955541,-173.301538410365,174.652104734272,162.621748713059,150.596627540385,138.508742126912,126.456529768888,114.412180864882,102.366403066819,90.3237370389525,78.2928467633888
2.03,-139.612184737974,-151.713761910081,-163.834107868058,-175.941056673568,171.952957044136,159.863545638815,147.779449470976,135.630603689216,123.51870722367,111.41494994194,99.3097364061893,87.2073957311937,75.1169171461932
2.04,-142.072767866056,-154.233762644357,-166.413991622573,-178.580561215197,169.253826571554,157.105377113353,144.962312104097,132.752463526978,120.58088992533,108.417742720061,96.2530981128744,84.0910660214372,71.940999435681
2.05,-144.533334963596,-156.753748801498,-168.993866340768,178.779947996693,166.55471367877,154.34724378462,142.145215421365,129.874321355978,117.643078019519,105.42055987319,93.1964881274638,80.9747479033132,68.7650960645637
2.06,-146.993884985232,-159.273719775509,-171.573732132174,176.140470985919,163.855618723322,151.589146287965,139.328159377533,126.996176928129,114.70527167636,102.423402059213,90.1399063322251,77.8584414544447,65.5892096665
2.07,-149.454416852207,-161.79367489703,-174.153589092264,173.501007768684,161.156542057436,148.831085244705,136.511143903099,124.118030034314,111.767471090706,99.4262699169422,87.0833525518342,74.7421468430479,62.4133430631723
2.08,-151.914929457339,-164.313613432719,-176.733437300546,170.861558354159,158.457484027447,146.073061260687,133.694168907153,121.239880507222,108.829676482322,96.4291640631155,84.0268265545367,71.6258643340929,59.2374992491067
2.09,-154.375421670381,-166.833534585,-179.313276818688,168.222122745141,155.758444973273,143.315074924866,130.87723428042,118.361728224166,105.891888096017,93.4320850894397,80.9703280537488,68.5095942949557,56.0616813742967
2.1,-156.835892343768,-169.353437492211,178.106892311332,165.582700938784,153.059425227916,140.557126807884,128.0603398985,115.483573109876,102.9541062017,90.4350335596867,77.9138567100974,65.3933372004852,52.8858927247104
2.11,-159.296340318706,-171.873321229146,175.527070069036,162.94329292739,150.36042511702,137.799217460676,125.243485625272,112.605415139269,100.01633109439,87.4380100068696,74.8574121339025,62.2770936374203,49.7101367007898
2.12,-161.756764431583,-174.393184808023,172.947256457191,160.303898699274,147.661444958472,135.041347413094,122.426671316444,109.727254340165,97.0785630941529,84.4410149305101,71.8009938880973,59.1608643080863,46.5344167940684
2.13,-164.217163520655,-176.913027179873,170.367451503499,157.66451823969,144.962485062061,132.283517172552,119.609896823218,106.84909079596,94.1408025459954,81.4440487940221,68.7446014915798,56.0446500333063,43.3587365620624
2.14,-166.677536432978,-179.432847236371,167.787655262195,155.025151531818,142.263545729179,129.525727222716,116.79316199604,103.970924648233,91.2030498196911,78.4471120222254,65.6882344229869,52.9284517544667,40.1830996016079
2.15,-169.137882031547,178.047356187896,165.20786781556,152.385798557802,139.5646272526,126.767978022218,113.976466688426,101.092756099283,88.2653053095611,75.4502049990125,62.6318921248783,49.8122705346845,37.0075095208431
2.16,-171.598199202578,175.527584312715,162.628089275331,149.746459299853,136.865729916296,124.010270003417,111.1598107608,98.2145854145754,85.3275694341985,72.4533280651824,59.5755740083136,46.6961075590159,33.8319699100489
2.17,-174.058486862911,173.007838409093,160.048319783988,147.107133741388,134.166853995333,121.252603571209,108.343194084346,95.3364129251009,82.3898426361444,69.4564815164632,56.5192794578041,43.5799641336711,30.6564843115882
2.18,-176.518743967466,170.488119795656,157.468559515922,144.467821868225,131.467999755818,118.494979101891,105.526616544819,92.4582390296224,79.452125381514,66.4596656017374,53.4630078366182,40.4638416841858,27.4810561891915
2.19,-178.978969516702,167.968429834614,154.888808678461,141.828523669802,128.769167454919,115.737396942069,102.710078046292,89.5800641968055,76.5144181595781,63.4628805214896,50.4067584924105,37.3477417525249,24.305688896863
2.2,178.560837435965,165.448769927306,152.30906751274,139.189239140448,126.070357340946,112.97985740765,99.893578514801,86.7018889672158,73.576721482296,60.4661264264904,47.3505307631526,34.2316659930855,21.1303856476838
2.21,176.100677776858,162.929141509324,149.729336294424,136.549968280664,123.371569653501,110.222360782878,97.0771179018529,83.8237139551751,70.6390358838075,57.4694034167327,44.2943239833279,31.1156161675888,17.9551494828099
2.22,173.640552324888,160.409546045239,147.149615334251,133.910711098443,120.672804623697,107.464907319459,94.2606961877674,80.9455398504603,67.7013619198797,54.4727115406342,41.2381374903611,27.9995941388448,14.7799832409626
2.23,171.180461824626,157.889985022946,144.5699049784,131.27146761059,117.974062474443,104.707497235756,91.4443133848117,78.0673674198339,64.7637001673133,51.476050794519,38.1819706312405,24.8836018633949,11.6048895287219
2.24,168.720406939657,155.370459947654,141.990205608672,128.632237844066,115.275343420798,101.950130716058,88.6279695400974,75.1891975083932,61.8260512233068,48.47942112239,35.1258227692994,21.7676413830373,8.4298706919319
2.25,166.260388246264,152.850972335531,139.410517642477,125.993021837324,112.576647670391,99.19280790995,85.8116647382068,72.3110310407252,58.888415704781,45.4828224160038,32.06969329111,18.6517148152569,5.25492878853129
2.26,163.800406227515,150.331523707053,136.830841532617,123.353819641644,109.877975423909,96.435528931757,82.995399103515,69.4328690218534,55.9507942476625,42.4862545152546,29.013581613448,15.5358243425833,2.08006556311516
2.27,161.340461267796,147.812115580063,134.251177766868,120.714631322465,107.179326875653,93.6782938600925,80.1791728021773,66.554712537965,53.0131875061273,39.4897172088777,25.9574871902833,12.4199722009186,-1.09471757646621
2.28,158.880553647855,145.2927494626,131.671526867341,118.075456960683,104.480702214153,90.9211027374972,77.3629860437545,63.676562756905,50.0755961518036,36.4932102354766,22.9014095197483,9.30416066688263,-4.26941958017804
2.29,156.420683540414,142.773426845505,129.091889389639,115.43629665394,101.782101622849,88.163955570181,74.546839082446,60.7984209284223,47.1380208729335,33.4967332848784,19.8453481510353,6.18839204422955,-7.44403977425987
2.3,153.960851006388,140.254149194868,126.512265921786,112.797150517869,99.083525280835,85.4068523278745,71.7307322179088,57.92028838416,44.2004623734929,30.5002859998203,16.7893026911749,3.07266864941073,-10.6185778768018
2.31,151.501055991778,137.734917944345,123.932657082945,110.158018687305,96.3849733636554,82.6497929437791,68.9146657956382,55.0421665373712,41.2629213722675,27.5038679779674,13.733272811646,-0.04300720364535,-13.7930340101913
2.32,149.041298325272,135.215734487385,121.353063521912,107.518901317446,93.6864460441604,79.8927773146353,66.0986402068932,52.1640568823545,38.3253986018863,24.5074787742619,10.677258254763,-3.15863321944159,-16.9674087101971
2.33,146.5815777166,132.696600169423,118.773485915393,104.879798584961,90.9879434934128,77.1358053008984,63.2826558881485,49.2859609935918,35.3878948078062,21.5111179035972,7.62125883979657,-6.27420713741618,-20.141702931489
2.34,144.121893755689,130.17751628008,116.193924966069,102.240710689033,88.2894658816439,74.3788767270373,60.4667133200647,46.4078805245817,32.4504107472517,18.5147848438167,4.56527446877252,-9.38972674893595,-23.3159180494094
2.35,141.662245912645,127.658484045419,113.614381400443,99.6016378523383,85.5910133792544,71.6219913819413,57.6508130259641,43.5298172063536,29.5129471881021,15.5184790390244,1.50930513190301,-12.5051899146595,-26.4900558578486
2.36,139.202633538593,125.139504620303,111.034855966491,96.9625803219463,82.8925861578555,68.8651490194551,54.8349555698145,40.651772845657,26.5755049077291,12.5221999032029,-1.54664908740023,-15.6205945821508,-29.6641185631018
2.37,136.743055867408,122.620579080925,108.455349431098,94.3235383701363,80.1941843913483,66.1083493590298,52.0191415537165,37.7737493228106,23.6380846917775,9.5259468241231,-4.60258800797422,-18.7359388036138,-32.8381087736234
2.38,134.283512018346,120.101708417533,105.875862577321,91.6845122951274,77.4958082570345,63.3515920864994,49.2033716149066,34.8957485892086,20.700687332892,6.52971916753574,-7.65851134686172,-21.8512207536048,-36.0120294856229
2.39,131.824000999597,117.582893527431,103.296396201453,89.0455024217114,74.7974579367541,60.5948768549756,46.3876464222827,32.0177726644718,17.7633136293824,3.53351628162567,-10.7144187158186,-24.9664387465867,-39.1858840644915
2.4,129.364521712766,115.064135208288,100.716951109925,86.4065091017847,72.0991336180456,57.8382032858727,43.5719666724737,29.1398236332391,14.8259643838305,0.53733750171394,-13.7703096184106,-28.0815912541703,-42.3596762220785
2.41,126.905072958282,112.545434151821,98.1375281160459,83.7675327147735,69.4008354953243,55.0815709700533,40.7563330854748,26.2619036415919,11.8886404016309,-2.45881784481474,-16.8261834477365,-31.1966769218948,-45.5334099898814
2.42,124.445653441731,110.026790937901,95.5581280365966,81.1285736679452,66.7025637710689,52.3249794690896,37.9407463998796,23.3840148931094,8.95134248946924,-5.45495043337841,-19.8820394848138,-34.3116945853892,-48.7070896882487
2.43,121.986261781104,107.508206029122,92.9787516882901,78.4896323966041,64.0043186570161,49.5684283166662,35.1252073677445,20.5061596445483,6.01407145373199,-8.45106093688477,-22.9378768976529,-37.4266432857587,-51.88071989174
2.44,119.526896514937,104.989679765905,90.3993998841195,75.8507093641647,61.3061003753553,46.811917020087,32.3097167491308,17.6283402011477,3.07682809885036,-11.4471500202615,-25.9936947410485,-40.541522284037,-55.0543053908202
2.45,117.067556111324,102.471212362167,87.8200734296051,73.2118050620986,58.6079091599137,44.0554450619112,29.4942753063724,14.7505589115573,0.139613225574227,-14.4432183348603,-29.0494919571105,-43.6563310745482,-58.2278511501137
2.46,114.608238977765,99.9528039016117,85.2407731189628,70.5729200097531,55.9097452573315,41.29901190171,26.6788837981298,11.8728181623912,-2.7975723708201,-17.4392665127609,-32.1052673765509,-46.7710693970198,-61.4013622634737
2.47,112.14894347181,97.4344543346779,82.6614997312094,67.9340547540368,53.2116089282173,38.5426169779371,23.863542973293,8.99512037240923,-5.73472790239164,-20.4352951610096,-35.1610197207396,-49.8857372472988,-64.5748439061706
2.48,109.689667912465,94.916163476201,80.0822540262299,65.2952098689716,50.5135004482781,35.7862597099146,21.048253564809,6.11746798633288,-8.67185259045931,-23.4313048558193,-38.2167476045366,-53.0003348865156,-67.7483012845275
2.49,107.230410592285,92.3979310038125,77.5030367408221,62.6563859551063,47.8154201094169,33.0299394999317,18.2330162835113,3.23986346829962,-11.6089456675919,-26.4272961367716,-41.2724495399058,-56.1148628485622,-70.9217395833788
2.5,104.771169790115,89.8797564571219,74.9238485847461,60.0175836387941,45.1173682207927,30.2736557354562,15.4178318120416,0.362309294968395,-14.5460063796549,-29.4232695010485,-44.3281239403051,-59.2293219457414,-74.095163911749
2.51,102.311943784405,87.3616392377108,72.344690236797,57.3788035713311,42.4193451098358,27.5174077914466,12.6027007989639,-2.51519205171537,-17.483033987912,-32.4192253977345,-47.3837691258466,-62.3437132724663,-77.2685792471882
2.52,99.8527308670251,84.8435786099667,69.765562340927,54.7400464279561,39.7213511232114,24.7611950327696,9.78762385315991,-5.39263809208015,-20.4200277711736,-35.4151642222239,-50.4393833292137,-65.4580382068958,-80.4419903792215
2.53,97.3935293575034,82.3255737027812,67.1864655024376,52.1013129067129,37.0233866277254,22.0050168167114,6.97260153864403,-8.27002635659633,-23.3569870279824,-38.411086310769,-53.4949647023161,-68.5722984103927,-83.6154018523969
2.54,94.9343376176089,79.8076235121337,64.6074002842706,49.4626037271765,34.3254520111678,19.2488724955934,4.15763436988942,-11.1473543940376,-26.293911078831,-41.4069919352105,-56.5505113236577,-71.6864958247274,-86.7888179094383
2.55,92.4751540661818,77.2897269045711,62.0283672034157,46.8239196290442,31.6275476830837,16.492761419458,1.34272280781227,-14.0246197799076,-29.2307992683918,-44.4028812979227,-59.6060212063907,-74.8006326669399,-89.9622424350222
2.56,90.015977194125,74.7718826215986,59.4493667274651,44.1852613705954,28.92967407547,13.7366829388602,-1.47213274346032,-16.9018201251139,-32.1676509677537,-47.3987545270155,-62.6614923070163,-77.9147114218063,-93.1356789007152
2.57,87.5568055794567,72.2540892849827,56.8703992713363,41.5466297270234,26.23183164339,10.9806364077198,-4.28693193889263,-19.7789530848562,-35.1044655766421,-50.3946116718276,-65.7169225346957,-81.0287348318645,-96.3091303116136
