"Freq [GHz]","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $varyingpermittivity='2'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $varyingpermittivity='3'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $varyingpermittivity='4'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $varyingpermittivity='5'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $varyingpermittivity='6'","mag(S(FloquetPort2:1,FloquetPort1:1)) [] - $varyingpermittivity='2'","mag(S(FloquetPort2:1,FloquetPort1:1)) [] - $varyingpermittivity='3'","mag(S(FloquetPort2:1,FloquetPort1:1)) [] - $varyingpermittivity='4'","mag(S(FloquetPort2:1,FloquetPort1:1)) [] - $varyingpermittivity='5'","mag(S(FloquetPort2:1,FloquetPort1:1)) [] - $varyingpermittivity='6'"
1.24,0.149130536799234,0.28446909147659,0.401011330590332,0.497843815095318,0.576608729749597,0.988817518490904,0.958677343457471,0.916081385800104,0.86726669815034,0.817118345187907
1.25,0.150228877151677,0.286364567029057,0.403355401128433,0.500346190954485,0.57906805917889,0.988651245115669,0.958113319848517,0.915051231194347,0.865825438057941,0.815372862415463
1.26,0.151324911497112,0.288251757937342,0.405683087096901,0.502824365879426,0.581497143185363,0.988484076430917,0.957547711502366,0.914021167444409,0.864388609477298,0.813637650430508
1.27,0.152418629650119,0.290130643366311,0.407994411575535,0.505278462168911,0.583896263152122,0.988316021236117,0.956980566902565,0.912991314202575,0.862956371282115,0.811912887074096
1.28,0.153510021412738,0.292001202944393,0.41028939894907,0.507708603321771,0.586265698004443,0.988147088364034,0.956411934800643,0.911961789627869,0.861528879196291,0.810198743633986
1.29,0.15459907655525,0.293863416750424,0.412568074861326,0.510114913951298,0.588605724106835,0.987977286683605,0.955841864204892,0.910932710389689,0.860106285830297,0.808495384979054
1.3,0.155685784796509,0.295717265300839,0.414830466169996,0.512497519701213,0.590916615171789,0.987806625103029,0.955270404368569,0.909904191673054,0.858688740718614,0.80680296969685
1.31,0.156770135783849,0.297562729537233,0.417076600902097,0.514856547163219,0.593198642179661,0.987635112573062,0.954697604777604,0.908876347185416,0.857276390358146,0.805121650233957
1.32,0.157852119072634,0.299399790814266,0.419306508210109,0.517192123796126,0.595452073309234,0.987462758090524,0.954123515137858,0.907849289164937,0.855869378247518,0.803451573038845
1.33,0.158931724105484,0.301228430887917,0.421520218328807,0.519504377846571,0.597677173878403,0.987289570702,0.953548185361995,0.906823128390198,0.854467844927202,0.801792878706895
1.34,0.160008940191245,0.303048631904073,0.42371776253281,0.521793438271319,0.599874206294494,0.987115559507729,0.95297166555604,0.905797974191235,0.853071928020372,0.800145702127276
1.35,0.161083756483739,0.304860376387451,0.425899173094856,0.524059434661171,0.602043430013672,0.986940733665686,0.952394006005666,0.904773934461824,0.851681762274428,0.798510172631378
1.36,0.162156161960373,0.306663647230836,0.428064483244808,0.526302497166466,0.604185101508926,0.98676510239583,0.951815257162275,0.903751115672967,0.850297479603093,0.796886414142477
1.37,0.163226145400652,0.308458427684651,0.430213727129411,0.5285227564242,0.606299474246093,0.98658867498452,0.951235469628931,0.902729622887466,0.848919209129041,0.79527454532635
1.38,0.164293695364661,0.310244701346809,0.43234693977281,0.530720343486758,0.608386798667396,0.986411460789085,0.950654694146191,0.901709559775525,0.847547077226948,0.793674679742535
1.39,0.165358800171592,0.312022452152891,0.434464157037814,0.532895389752273,0.610447322181993,0.986233469242529,0.950072981577886,0.900691028631285,0.846181207566914,0.792086925995963
1.4,0.166421447878366,0.313791664366606,0.436565415587953,0.535048026896617,0.612481289162997,0.986054709858373,0.949490382896903,0.899674130390242,0.84482172115819,0.790511387888665
1.41,0.167481626258433,0.315552322570548,0.438650752850293,0.537178386807044,0.614488940950471,0.985875192235601,0.948906949171008,0.898658964647411,0.843468736393125,0.78894816457129
1.42,0.168539322780812,0.317304411657228,0.440720206979043,0.539286601517474,0.616470515859907,0.985694926063712,0.948322731548759,0.89764562967621,0.842122369091279,0.787397350694177
1.43,0.169594524589452,0.319047916820409,0.442773816819943,0.541372803145454,0.618426249195688,0.985513921127845,0.94773778124554,0.896634222447955,0.840782732543633,0.785859036557705
1.44,0.17064721848298,0.320782823546705,0.444811621875447,0.543437123830785,0.620356373269067,0.985332187313975,0.947152149529752,0.895624838651893,0.83944993755683,0.784333308261685
1.45,0.171697390894913,0.322509117607466,0.446833662270697,0.545479695675841,0.622261117420186,0.985149734614152,0.946565887709208,0.894617572715664,0.838124092497388,0.78282024785355
1.46,0.172745027874421,0.324226785050957,0.448839978720297,0.547500650687589,0.624140708043709,0.984966573131765,0.945979047117736,0.893612517826182,0.836805303335821,0.781319933475113
1.47,0.173790115067699,0.32593581219481,0.450830612495889,0.549500120721308,0.625995368617611,0.984782713086817,0.945391679102035,0.892609765950771,0.835493673690615,0.779832439507666
1.48,0.174832637700051,0.327636185618773,0.45280560539453,0.551478237426046,0.627825319734725,0.984598164821179,0.944803835008806,0.891609407858528,0.834189304871998,0.778357836715203
1.49,0.17587258055874,0.329327892157762,0.454764999707882,0.553435132191802,0.629630779136636,0.984412938803813,0.944215566172163,0.890611533141851,0.832892295925452,0.77689619238558
1.5,0.176909927976709,0.331010918895213,0.456708838192208,0.555370936098457,0.631411961749552,0.984227045635936,0.943626923901346,0.889616230237997,0.831602743674902,0.775447570469393
1.51,0.177944663817228,0.332685253156759,0.458637164039181,0.557285779866466,0.633169079721768,0.984040496056093,0.943037959468761,0.888623586450654,0.830320742765562,0.774012031716408
1.52,0.178976771459567,0.334350882504233,0.460550020847514,0.559179793809314,0.634902342462404,0.983853300945141,0.942448724098326,0.887633687971437,0.829046385706342,0.772589633809363
1.53,0.180006233785763,0.336007794730024,0.462447452595403,0.56105310778776,0.63661195668108,0.983665471331081,0.941859268954158,0.886646619901222,0.82777976291182,0.771180431494973
1.54,0.181033033168567,0.337655977851786,0.4643295036138,0.562905851165867,0.638298126428213,0.983477018393755,0.941269645129585,0.885662466271274,0.826520962743691,0.769784476711995
1.55,0.182057151460636,0.339295420107539,0.466196218560505,0.564738152768831,0.639961053135679,0.983287953469347,0.940679903636485,0.884681310064098,0.82527007155168,0.76840181871619
