"Freq [GHz]","mag(S(FloquetPort1:1,FloquetPort1:1)) []","mag(S(FloquetPort2:1,FloquetPort1:1)) []"
4.16,0.0173851962512528,0.999847253236993
4.17,0.0175152461400127,0.999844957889201
4.18,0.017626271154143,0.999842979804167
4.19,0.0177174604756489,0.999841340085279
4.2,0.0177880325269083,0.999840058508318
4.21,0.0178372369438294,0.999839153304285
4.22,0.0178643565848498,0.999838640942535
4.23,0.0178687095886882,0.999838535915935
4.24,0.0178496514989122,0.99983885052983
4.25,0.0178065774795082,0.999839594696607
4.26,0.017738924652945,0.999840775737713
4.27,0.0176461746010059,0.999842398194981
4.28,0.0175278560793357,0.999844463653132
4.29,0.0173835480097904,0.999846970575292
4.3,0.0172128828310844,0.99984991415334
4.31,0.0170155503090218,0.999853286174875
4.32,0.0167913019343194,0.999857074908488
4.33,0.0165399560708608,0.99986126500899
4.34,0.0162614040632021,0.999865837444136
4.35,0.015955617573597,0.99987076944429
4.36,0.0156226575018463,0.999876034476319
4.37,0.0152626849546758,0.999881602242946
4.38,0.0148759748877465,0.999887438708562
4.39,0.0144629332611426,0.999893506152405
4.4,0.0140241188550048,0.999899763249812
4.41,0.0135602713250503,0.999906165182094
4.42,0.013072347695483,0.999912663775376
4.43,0.0125615703731849,0.999919207668607
4.44,0.0120294910434122,0.999925742510652
4.45,0.011478076644408,0.999932211186314
4.46,0.0109098262444872,0.999938554070789
4.47,0.0103279313291018,0.999944709311976
4.48,0.00973649696233816,0.999950613139763
4.49,0.00914084736652424,0.999956200201285
4.5,0.0085479452828635,0.9999614039209
4.51,0.00796695527463446,0.999966156883442
4.52,0.00740996406665287,0.999970391239143
4.53,0.00689280685033724,0.999974039128401
4.54,0.00643578432083272,0.999977033124414
4.55,0.00606373649628127,0.999979306691497
4.56,0.00580453826654796,0.999980794656808
4.57,0.00568507502643574,0.999981433692955
4.58,0.00572501819986478,0.999981162808911
4.59,0.00593116607492265,0.999979923846487
4.6,0.00629607459940952,0.999977661979486
4.61,0.00680183479498202,0.999974326212592
4.62,0.00742605886804132,0.999969869876935
4.63,0.0081467078019571,0.99996425111918
4.64,0.00894456426771718,0.999957433380958
4.65,0.00980387540109242,0.999949385865375
4.66,0.0107120653352844,0.999940083987309
4.67,0.0116591410191599,0.999929509804188
4.68,0.0126370918651772,0.999917652423907
4.69,0.0136393882105171,0.999904508386573
4.7,0.0146605947018943,0.99989008201679
4.71,0.0156960831901301,0.999874385743172
4.72,0.0167418229754755,0.999857440381892
4.73,0.0177942283170271,0.999839275381051
4.74,0.0188500473742171,0.999819929022822
4.75,0.0199062808226122,0.99979944858025
4.76,0.0209601216449913,0.99977789042587
4.77,0.0220089100227433,0.999755320089236
4.78,0.0230500989980309,0.999731812260654
4.79,0.0240812278173371,0.999707450738514
4.8,0.0250999007461657,0.999682328317758
4.81,0.0261037697709255,0.999656546617098
4.82,0.0270905200547516,0.999630215842812
4.83,0.0280578573433451,0.999603454487051
4.84,0.029003496762361,0.999576388958778
4.85,0.0299251526353835,0.999549153145528
4.86,0.0308205290990254,0.999521887904485
4.87,0.031687311411608,0.999494740481408
4.88,0.0325231579527949,0.999467863856159
4.89,0.03332569299932,0.999441416013754
4.9,0.0340925004404417,0.999415559140029
4.91,0.0348211186682397,0.999390458741151
4.92,0.0355090369434046,0.999366282686436
4.93,0.0361536935965925,0.999343200174036
4.94,0.036752476477549,0.999321380619294
4.95,0.0373027261067624,0.999300992465691
4.96,0.0378017420140781,0.999282201918493
4.97,0.0382467927611867,0.999265171601399
4.98,0.0386351301349872,0.999250059136637
4.99,0.038964007960691,0.99923701564911
5,0.0392307059110616,0.999226184195436
