"Freq [GHz]","dB(S(FloquetPort1:1,FloquetPort1:1)) []","dB(S(FloquetPort1:1,FloquetPort2:1)) []"
1.73,-3.00758671364786,-3.01301677795254
1.74,-3.01862466138219,-3.00199212678217
1.75,-3.03010354710792,-2.99058625981335
1.76,-3.04202629013476,-2.97880276717847
1.77,-3.054395965857,-2.96664530843143
1.78,-3.06721580507674,-2.95411761313962
1.79,-3.08048919337758,-2.94122348148132
1.8,-3.09421967055097,-2.92796678484618
1.81,-3.10841093007646,-2.91435146643632
1.82,-3.12306681865776,-2.90038154186588
1.83,-3.13819133581532,-2.88606109975645
1.84,-3.1537886335367,-2.87139430232598
1.85,-3.16986301598484,-2.85638538596862
1.86,-3.18641893926438,-2.84103866182301
1.87,-3.20346101124549,-2.82535851632628
1.88,-3.22099399144399,-2.80934941175128
1.89,-3.23902279095631,-2.79301588672418
1.9,-3.25755247244685,-2.77636255671975
1.91,-3.27658825018479,-2.75939411453149
1.92,-3.29613549012685,-2.74211533071383
1.93,-3.31619971004158,-2.72453105399331
1.94,-3.3367865796703,-2.706646211646
1.95,-3.35790192091893,-2.68846580983788
1.96,-3.37955170807443,-2.66999493392541
1.97,-3.4017420680388,-2.6512387487129
1.98,-3.42447928057309,-2.63220249866366
1.99,-3.44776977854311,-2.61289150806164
2,-3.47162014815826,-2.5933111811204
2.01,-3.49603712919412,-2.57346700203592
2.02,-3.52102761518914,-2.55336453498014
2.03,-3.54659865360565,-2.53300942403151
2.04,-3.57275744594488,-2.51240739303956
2.05,-3.59951134780534,-2.49156424541958
2.06,-3.62686786887462,-2.47048586387427
2.07,-3.65483467284369,-2.44917821003864
2.08,-3.68341957723378,-2.42764732404485
2.09,-3.71263055312564,-2.40589932400315
2.1,-3.74247572478162,-2.38394040539578
2.11,-3.77296336915165,-2.36177684037992
2.12,-3.80410191525426,-2.33941497699651
2.13,-3.83589994342549,-2.31686123828114
2.14,-3.8683661844283,-2.29412212127383
2.15,-3.90150951841724,-2.27120419592408
2.16,-3.93533897375341,-2.24811410388795
2.17,-3.9698637256663,-2.22485855721376
2.18,-4.00509309476079,-2.20144433691333
2.19,-4.04103654536831,-2.17787829141549
2.2,-4.07770368374351,-2.15416733489891
2.21,-4.11510425610874,-2.13031844550136
2.22,-4.15324814655083,-2.1063386634026
2.23,-4.19214537477602,-2.0822350887782
2.24,-4.23180609373095,-2.05801487962212
2.25,-4.27224058709897,-2.03368524943538
2.26,-4.31345926668332,-2.00925346477916
2.27,-4.35547266968991,-1.98472684269025
2.28,-4.39829145592438,-1.96011274795737
2.29,-4.44192640491953,-1.93541859025698
2.3,-4.48638841301073,-1.91065182114758
2.31,-4.53168849037807,-1.88581993092181
2.32,-4.57783775807522,-1.86093044531585
2.33,-4.62484744506575,-1.83599092207608
2.34,-4.67272888528855,-1.81100894738336
2.35,-4.72149351477396,-1.78599213213563
2.36,-4.77115286883273,-1.76094810808982
2.37,-4.82171857933942,-1.73588452386475
2.38,-4.87320237213141,-1.71080904080694
2.39,-4.9256160645436,-1.68572932872181
2.4,-4.97897156309753,-1.66065306147315
2.41,-5.03328086136198,-1.63558791245442
2.42,-5.08855603799964,-1.61054154993583
2.43,-5.14480925501188,-1.58552163229166
2.44,-5.20205275619055,-1.56053580311293
2.45,-5.26029886578179,-1.53559168621118
2.46,-5.319559987363,-1.51069688051933
2.47,-5.37984860292951,-1.48585895489676
2.48,-5.44117727218193,-1.46108544284566
2.49,-5.50355863200037,-1.43638383714707
2.5,-5.56700539608502,-1.41176158442481
2.51,-5.63153035473669,-1.38722607964688
2.52,-5.69714637474375,-1.36278466057401
2.53,-5.763866399335,-1.33844460216568
2.54,-5.8317034481505,-1.31421311095488
2.55,-5.9006706171746,-1.29009731940309
2.56,-5.97078107856758,-1.2661042802475
2.57,-6.04204808032423,-1.2422409608536
2.58,-6.11448494567971,-1.21851423758586
2.59,-6.18810507217446,-1.19493089021081
2.6,-6.26292193028282,-1.17149759634629
2.61,-6.33894906150086,-1.14822092597188
2.62,-6.41620007578263,-1.12510733601545
2.63,-6.49468864820576,-1.10216316503143
2.64,-6.57442851474115,-1.07939462798641
2.65,-6.65543346699476,-1.05680781116855
2.66,-6.73771734578437,-1.0344086672367
2.67,-6.82129403340872,-1.01220301042625
2.68,-6.90617744446291,-0.990196511927977
2.69,-6.99238151505038,-0.968394695457093
2.7,-7.07992019024015,-0.946802933028936
2.71,-7.16880740961667,-0.925426440958364
2.72,-7.25905709077022,-0.904270276099364
2.73,-7.3506831105771,-0.883339332341545
2.74,-7.44369928412206,-0.862638337379686
2.75,-7.53811934111968,-0.842171849772459
2.76,-7.6339568996972,-0.821944256305889
2.77,-7.73122543740886,-0.80195976967682
2.78,-7.82993825936072,-0.782222426511077
2.79,-7.93010846333519,-0.762736085730431
2.8,-8.03174890181708,-0.743504427281913
2.81,-8.13487214083589,-0.724530951242202
2.82,-8.2394904155548,-0.705818977309107
2.83,-8.34561558255253,-0.68737164469126
2.84,-8.45325906876293,-0.669191912406282
2.85,-8.56243181705515,-0.651282559996618
2.86,-8.67314422845828,-0.633646188671251
2.87,-8.78540610105458,-0.61628522288039
2.88,-8.89922656558768,-0.599201912329037
2.89,-9.01461401785436,-0.582398334434118
2.9,-9.13157604797095,-0.565876397228657
2.91,-9.25011936662882,-0.549637842714997
2.92,-9.37024972847547,-0.533684250667893
2.93,-9.4919718527809,-0.518017042886738
2.94,-9.61528934157026,-0.502637487894768
2.95,-9.74020459542538,-0.487546706081682
2.96,-9.86671872717733,-0.472745675284455
2.97,-9.9948314737316,-0.458235236799683
2.98,-10.1245411062845,-0.444016101819194
2.99,-10.2558443392053,-0.430088858279023
3,-10.3887362378734,-0.4164539781103
3.01,-10.5231703688783,-0.403207756387106
3.02,-10.6595587889655,-0.390198404842716
3.03,-10.7978809474801,-0.377437302441004
3.04,-10.9381197856194,-0.36493313221766
3.05,-11.080261601086,-0.352692318267481
3.06,-11.2242958986272,-0.340719401588709
3.07,-11.3702152290714,-0.329017360770143
3.08,-11.5180150193552,-0.317587883652352
3.09,-11.6676933958989,-0.306431595945072
3.1,-11.81925100356,-0.295548252446234
3.11,-11.9726908222458,-0.284936896059811
3.12,-12.1280179831259,-0.274595989310121
3.13,-12.2852395862345,-0.264523522534091
3.14,-12.444364521105,-0.254717102430079
3.15,-12.6054032919287,-0.245174024166252
3.16,-12.7683678485803,-0.235891329813491
3.17,-12.9332714247002,-0.226865855472149
3.18,-13.1001283838765,-0.218094269109069
3.19,-13.2689540748209,-0.20957310081067
3.2,-13.4397646962835,-0.2012987668866
3.21,-13.6125771723099,-0.193267589024562
3.22,-13.7874090382975,-0.185475809494351
3.23,-13.9642783381726,-0.17791960322775
3.24,-14.1432035328706,-0.170595087453807
3.25,-14.3242034201722,-0.163498329445824
3.26,-14.5072970658241,-0.156625352831129
3.27,-14.6925037457479,-0.149972142828263
3.28,-14.8798428990337,-0.143534650702322
3.29,-15.0693340913053,-0.137308797668911
3.3,-15.2609969879463,-0.131290478426668
3.31,-15.4548513365908,-0.125475564456881
3.32,-15.6509169581989,-0.119859907194918
3.33,-15.8492137459707,-0.114439341150221
3.34,-16.0497616712908,-0.109209687029389
3.35,-16.2525807958465,-0.104166754898916
3.36,-16.4576912890238,-0.0993063474093668
3.37,-16.6651134496571,-0.0946242630923494
3.38,-16.8748677311865,-0.0901162997316738
3.39,-17.0869747692709,-0.0857782578048429
3.4,-17.3014554109027,-0.0816059439846008
3.41,-17.5183307440787,-0.0775951746878005
3.42,-17.7376221270982,-0.0737417796562366
3.43,-17.9593512165826,-0.0700416055518584
3.44,-18.1835399933413,-0.0664905195491031
3.45,-18.4102107852435,-0.0630844129061547
3.46,-18.6393862862943,-0.0598192044975204
3.47,-18.8710895711607,-0.0566908442909329
3.48,-19.1053441044336,-0.0536953167524278
3.49,-19.3421737439656,-0.0508286441645351
3.5,-19.5816027376681,-0.0480868898440712
3.51,-19.8236557132024,-0.0454661612467771
3.52,-20.0683576600448,-0.0429626129478895
3.53,-20.3157339034511,-0.0405724494889201
3.54,-20.5658100698873,-0.0382919280824129
3.55,-20.8186120435315,-0.0361173611676684
3.56,-21.0741659134824,-0.034045118811814
3.57,-21.3324979113414,-0.032071630951846
3.58,-21.5936343388499,-0.0301933894744033
3.59,-21.8576014852812,-0.0284069501313248
3.6,-22.12442553429,-0.0267089342897683
3.61,-22.3941324599164,-0.0250960305170279
3.62,-22.6667479114323,-0.0235649960006708
3.63,-22.9422970866895,-0.0221126578057678
3.64,-23.2208045935988,-0.0207359139714713
3.65,-23.5022942993194,-0.0194317344499986
3.66,-23.7867891666836,-0.018197161891585
3.67,-24.0743110773085,-0.0170293122794019
3.68,-24.364880640765,-0.0159253754191194
3.69,-24.6585169890776,-0.0148826152878895
3.7,-24.95523755572,-0.0138983702478486
3.71,-25.2550578381478,-0.0129700531297794
3.72,-25.5579911427765,-0.0120951511924814
3.73,-25.8640483111643,-0.0112712259634202
3.74,-26.1732374260001,-0.010495912966876
3.75,-26.4855634953291,-0.00976692134513265
3.76,-26.80102811327,-0.00908203337896173
3.77,-27.1196290952904,-0.00843910391293084
3.78,-27.4413600859216,-0.00783605969169974
3.79,-27.7662101366006,-0.00727089861277221
3.8,-28.0941632511406,-0.00674168890151202
3.81,-28.4251978961532,-0.00624656821375748
3.82,-28.7592864735805,-0.00578374267145358
3.83,-29.0963947523526,-0.00535148583637787
3.84,-29.4364812560781,-0.00494813762698762
3.85,-29.7794966036057,-0.00457210318306614
3.86,-30.1253827992878,-0.00422185168279038
3.87,-30.4740724698408,-0.00389591511651694
3.88,-30.8254880448563,-0.00359288702144883
3.89,-31.179540878294,-0.00331142118108603
3.9,-31.5361303087137,-0.00305023029313996
3.91,-31.8951426566067,-0.00280808460948368
3.92,-32.2564501580154,-0.00258381055131508
3.93,-32.6199098347192,-0.00237628930278313
3.94,-32.9853623026811,-0.00218445538582942
3.95,-33.352630522238,-0.00200729521912146
3.96,-33.7215184957598,-0.00184384566354344
3.97,-34.0918099212652,-0.00169319255675116
3.98,-34.4632668138459,-0.00155446923899092
3.99,-34.8356281108002,-0.0014268550723576
4,-35.2086082811932,-0.00130957395558949
4.01,-35.5818959662122,-0.00120189283617793
4.02,-35.9551526832393,-0.00110312022183868
4.03,-36.3280116340307,-0.00101260469294144
4.04,-36.7000766657698,-0.000929733417710306
4.05,-37.070921442955,-0.000853930671894974
4.06,-37.4400888979082,-0.000784656364407933
4.07,-37.8070910378609,-0.00072140457074525
4.08,-38.171409196613,-0.000663702075596789
4.09,-38.5324948280349,-0.00061110692644516
4.1,-38.8897709463279,-0.000563206999673391
4.11,-39.2426343228784,-0.000519618580785769
4.12,-39.5904585504356,-0.000479984960618238
4.13,-39.9325980807005,-0.000443975048963685
4.14,-40.2683933296587,-0.000411282007645655
4.15,-40.5971769245712,-0.000381621904613156
4.16,-40.9182811361687,-0.000354732391094578
4.17,-41.2310464985017,-0.000330371403544034
4.18,-41.5348315671374,-0.000308315892387806
4.19,-41.8290237051411,-0.000288360579611502
4.2,-42.1130507181235,-0.000270316747126896
4.21,-42.3863930886698,-0.000254011058075663
4.22,-42.6485964922726,-0.000239284413088276
4.23,-42.8992842181776,-0.000225990843730005
4.24,-43.138169076554,-0.000213996445183959
4.25,-43.3650643550122,-0.000203178350415969
4.26,-43.5798933982155,-0.000193423747876806
4.27,-43.7826974272948,-0.000184628944944377
4.28,-43.9736412909034,-0.000176698479148767
4.29,-44.1530169434505,-0.00016954427919326
4.3,-44.3212445714327,-0.000163084877728549
4.31,-44.4788714265144,-0.000157244677572021
4.32,-44.6265685638037,-0.000151953273156315
4.33,-44.7651258162174,-0.000147144828265849
4.34,-44.8954454546431,-0.000142757511090591
4.35,-45.0185350882089,-0.000138732986639368
4.36,-45.1355004582881,-0.000135015965461749
4.37,-45.2475388994734,-0.000131553805306747
4.38,-45.3559344395262,-0.000128296158023676
4.39,-45.4620559242956,-0.000125194644998003
4.4,-45.5673605214244,-0.00012220252400209
4.41,-45.6734074136126,-0.000119274260135437
4.42,-45.7818933633242,-0.000116364775754076
4.43,-45.8947437743859,-0.000113427718678767
4.44,-46.0143774388193,-0.000110410428481935
4.45,-46.1446950803149,-0.000107234935531985
4.46,-46.2969374953549,-0.000103686814145921
4.47,-46.5698469577543,-9.74409185305964E-05
4.48,-46.4472093506981,-0.000100130587297315
4.49,-46.44947673195,-9.85955745975089E-05
4.5,-46.9090562275754,-9.03531029567444E-05
4.51,-47.1208499293382,-8.61044350930843E-05
4.52,-47.3549017638096,-8.17275804554311E-05
4.53,-47.616706379048,-7.70938676126158E-05
4.54,-47.9102055138899,-7.22114026918405E-05
4.55,-48.2402247183567,-6.70926512551667E-05
4.56,-48.6125945760812,-6.17569340832607E-05
4.57,-49.034421238452,-5.62323206213968E-05
4.58,-49.5145139670544,-5.05569018725839E-05
4.59,-50.0640226650501,-4.47798856028901E-05
4.6,-50.6974022392177,-3.8962658309177E-05
4.61,-51.4339204333235,-3.31798588063184E-05
4.62,-52.3001186190589,-2.75204770078786E-05
4.63,-53.3340441338441,-2.20889809641471E-05
4.64,-54.5930141873871,-1.70064717541429E-05
4.65,-56.1690452889685,-1.24118644200516E-05
4.66,-58.2227028762369,-8.46309297737118E-06
4.67,-61.0658492307512,-5.33833748525517E-06
4.68,-65.353688700681,-3.23727145640478E-06
4.69,-70.7707716365317,-2.38232824474735E-06
4.7,-66.6661712792819,-3.01998545568123E-06
4.71,-61.2549487016005,-5.42206699554843E-06
4.72,-57.5618333083974,-9.88706293102711E-06
4.73,-54.810750687338,-1.67414679791449E-05
4.74,-52.6111183974055,-2.63411402553978E-05
4.75,-50.7688289883161,-3.90726826415549E-05
4.76,-49.1760629401972,-5.53548500961076E-05
4.77,-47.7672807240795,-7.56399871596355E-05
4.78,-46.4998265244219,-0.000100415501048683
4.79,-45.3444404628099,-0.000130205376786211
4.8,-44.2802031936714,-0.000165571742186573
4.81,-43.2916505854963,-0.00020711649172874
4.82,-42.3670325080927,-0.000255482979879161
4.83,-41.4972126413327,-0.00031135779593846
4.84,-40.6749460625516,-0.000375472634086564
4.85,-39.8943891568924,-0.000448606274078937
4.86,-39.1507576799648,-0.000531586689882949
4.87,-38.4400822997734,-0.000625293305481056
4.88,-37.7590300482713,-0.000730659419118344
4.89,-37.1047714171585,-0.000848674819488832
4.9,-36.4748797418656,-0.000980388619620687
4.91,-35.867253863318,-0.0011269123366074
4.92,-35.28005786074,-0.00128942324790258
4.93,-34.7116734992514,-0.00146916805761882
4.94,-34.1606622826088,-0.0016674669088613
4.95,-33.62573485688,-0.00188571778142417
4.96,-33.1057261077108,-0.00212540131685811
4.97,-32.5995747166508,-0.00238808611650172
4.98,-32.1063062456178,-0.00267543456129084
4.99,-31.6250190393237,-0.00298920920577775
5,-31.1548723977754,-0.00333127980260209
