"Freq [GHz]","re(Gamma(1:1)) []","re(Gamma(1:2)) []","re(Gamma(1:3)) []","re(Gamma(1:4)) []","re(Gamma(1:6)) []"
5.06,0,0,0,0,52.854277207101
5.07,0,0,0,0,52.4316500016773
5.08,0,0,0,0,52.0047437584744
5.09,0,0,0,0,51.5734522166556
5.1,0,0,0,0,51.1376644204212
5.11,0,0,0,0,50.6972644220618
5.12,0,0,0,0,50.2521309603699
5.13,0,0,0,0,49.8021371118626
5.14,0,0,0,0,49.3471499119477
5.15,0,0,0,0,48.8870299428037
5.16,0,0,0,0,48.4216308843249
5.17,0,0,0,0,47.9507990239988
5.18,0,0,0,0,47.4743727210262
5.19,0,0,0,0,46.9921818193493
5.2,0,0,0,0,46.5040470034978
5.21,0,0,0,0,46.0097790902887
5.22,0,0,0,0,45.5091782483893
5.23,0,0,0,0,45.002033136549
5.24,0,0,0,0,44.4881199498845
5.25,0,0,0,0,43.9672013619295
5.26,0,0,0,0,43.4390253481646
5.27,0,0,0,0,42.9033238743735
5.28,0,0,0,0,42.3598114303306
5.29,0,0,0,0,41.8081833859094
5.3,0,0,0,0,41.2481141425807
5.31,0,0,0,0,40.6792550482649
5.32,0,0,0,0,40.1012320373961
5.33,0,0,0,0,39.5136429505717
5.34,0,0,0,0,38.9160544789207
5.35,0,0,0,0,38.3079986668614
5.36,0,0,0,0,37.6889688925962
5.37,0,0,0,0,37.058415227675
5.38,0,0,0,0,36.4157390541416
5.39,0,0,0,0,35.7602867886262
5.4,0,0,0,0,35.0913425252316
5.41,0,0,0,0,34.4081193603246
5.42,0,0,0,0,33.7097490984201
5.43,0,0,0,0,32.9952699536676
5.44,0,0,0,0,32.2636117479932
5.45,0,0,0,0,31.5135779531296
5.46,0,0,0,0,30.7438237124725
5.47,0,0,0,0,29.9528286843174
5.48,0,0,0,0,29.138863131451
5.49,0,0,0,0,28.2999450824146
5.5,0,0,0,0,27.4337855101116
5.51,0,0,0,0,26.5377171556788
5.52,0,0,0,0,25.6086006046347
5.53,0,0,0,0,24.6426980400575
5.54,0,0,0,0,23.6354999340419
5.55,0,0,0,0,22.581481267703
5.56,0,0,0,0,21.4737487185637
5.57,0,0,0,0,20.3035125159491
5.58,0,0,0,0,19.0592629872053
5.59,0,0,0,0,17.7254207120308
5.6,0,0,0,0,16.2799791736478
5.61,0,0,0,0,14.6900324384667
5.62,0,0,0,0,12.9022685162293
5.63,0,0,0,0,10.8190647174065
5.64,0,0,0,0,8.21875529060607
5.65,0,0,0,0,4.23743606054156
5.66,0,0,0,0,0
5.67,0,0,0,0,0
5.68,0,0,0,0,0
5.69,0,0,0,0,0
5.7,0,0,0,0,0
5.71,0,0,0,0,0
5.72,0,0,0,0,0
5.73,0,0,0,0,0
5.74,0,0,0,0,0
5.75,0,0,0,0,0
5.76,0,0,0,0,0
5.77,0,0,0,0,0
5.78,0,0,0,0,0
5.79,0,0,0,0,0
5.8,0,0,0,0,0
5.81,0,0,0,0,0
5.82,0,0,0,0,0
5.83,0,0,0,0,0
5.84,0,0,0,0,0
5.85,0,0,0,0,0
5.86,0,0,0,0,0
5.87,0,0,0,0,0
5.88,0,0,0,0,0
5.89,0,0,0,0,0
5.9,0,0,0,0,0
5.91,0,0,0,0,0
5.92,0,0,0,0,0
5.93,0,0,0,0,0
5.94,0,0,0,0,0
5.95,0,0,0,0,0
5.96,0,0,0,0,0
5.97,0,0,0,0,0
5.98,0,0,0,0,0
5.99,0,0,0,0,0
6,0,0,0,0,0
