"Freq [GHz]","im(S(1,1)) []","im(S(2,1)) []","im(S(1,2)) []","im(S(2,2)) []"
2.82857142857143,-0.308189956459889,-0.289795238885727,-0.28979523888573,-0.306516141460073
2.83428571428571,-0.309399972280517,-0.289991946050577,-0.28999194605058,-0.307710798158014
2.84,-0.310550114000859,-0.290155637083084,-0.290155637083087,-0.308842645864237
2.84571428571429,-0.311638038857286,-0.290287380800998,-0.290287380801001,-0.309909335486665
2.85142857142857,-0.312661621572318,-0.290388350847647,-0.29038835084765,-0.31090874335493
2.85714285714286,-0.31361895786451,-0.290459818261151,-0.290459818261154,-0.311838974747194
2.86285714285714,-0.314508367372327,-0.290503143913395,-0.290503143913399,-0.312698366810266
2.86857142857143,-0.315328396022478,-0.290519770881782,-0.290519770881785,-0.313485490903925
2.87428571428571,-0.316077817869929,-0.290511216811742,-0.290511216811745,-0.314199154396691
2.88,-0.316755636432956,-0.290479066322546,-0.290479066322549,-0.314838401937037
2.88571428571429,-0.317361085542726,-0.290424963503359,-0.290424963503362,-0.315402516219712
2.89142857142857,-0.317893629722806,-0.290350604540488,-0.290350604540491,-0.315891018263149
2.89714285714286,-0.318352964110068,-0.290257730511105,-0.290257730511108,-0.316303667209854
2.90285714285714,-0.318739013924501,-0.290148120372721,-0.290148120372724,-0.316640459657818
2.90857142857143,-0.319051933491767,-0.290023584172071,-0.290023584172073,-0.316901628527324
2.91428571428571,-0.319292104818998,-0.289885956491609,-0.289885956491611,-0.317087641464161
2.92,-0.319460135721349,-0.289737090146699,-0.2897370901467,-0.317199198777374
2.92571428571429,-0.319556857493888,-0.289578850141506,-0.289578850141508,-0.317237230906763
2.93142857142857,-0.319583322121656,-0.289413107887361,-0.289413107887363,-0.317202895413263
2.93714285714286,-0.319540799018488,-0.289241735683117,-0.289241735683119,-0.317097573483759
2.94285714285714,-0.319430771284201,-0.289066601453398,-0.2890666014534,-0.316922865940242
2.94857142857143,-0.319254931468772,-0.288889563737325,-0.288889563737326,-0.31668058874259
2.95428571428571,-0.319015176831853,-0.288712466917592,-0.288712466917593,-0.316372767973853
2.96,-0.31871360408592,-0.288537136677285,-0.288537136677287,-0.31600163429702
2.96571428571429,-0.318352503612025,-0.288365375669856,-0.288365375669858,-0.315569616872611
2.97142857142857,-0.317934353137928,-0.288198959386185,-0.288198959386186,-0.315079336727591
2.97714285714286,-0.317461810869794,-0.288039632201437,-0.288039632201438,-0.314533599567269
2.98285714285714,-0.316937708070223,-0.287889103583626,-0.287889103583626,-0.313935388023543
2.98857142857143,-0.316365041077568,-0.287749044445465,-0.287749044445465,-0.313287853334949
2.99428571428571,-0.315746962763604,-0.287621083620871,-0.287621083620871,-0.312594306456223
3,-0.315086773429437,-0.287506804447947,-0.287506804447946,-0.311858208597785
3.00571428571429,-0.314387911142243,-0.287407741440598,-0.287407741440598,-0.311083161198278
3.01142857142857,-0.313653941518584,-0.287325377032032,-0.287325377032032,-0.310272895336576
3.01714285714286,-0.31288854696332,-0.287261138374366,-0.287261138374366,-0.309431260592778
3.02285714285714,-0.312095515376594,-0.287216394180127,-0.287216394180127,-0.3085622133714
3.02857142857143,-0.31127872834495,-0.287192451592909,-0.287192451592909,-0.307669804703278
3.03428571428571,-0.310442148836488,-0.287190553076586,-0.287190553076585,-0.30675816754684
3.04,-0.309589808423574,-0.28721187331434,-0.287211873314339,-0.305831503612946
3.04571428571429,-0.30872579406094,-0.287257516111371,-0.28725751611137,-0.304894069741662
3.05142857142857,-0.307854234450627,-0.287328511297412,-0.287328511297411,-0.303950163863164
3.05714285714286,-0.306979286029528,-0.287425811628134,-0.287425811628134,-0.303004110579343
3.06285714285714,-0.306105118619347,-0.287550289687206,-0.287550289687206,-0.302060246406448
3.06857142857143,-0.305235900782764,-0.287702734793891,-0.287702734793891,-0.301122904723406
3.07428571428571,-0.304375784933865,-0.287883849924247,-0.287883849924247,-0.30019640047466
3.08,-0.303528892254722,-0.288094248657082,-0.288094248657081,-0.299285014680047
3.08571428571429,-0.302699297474209,-0.28833445215938,-0.288334452159379,-0.298392978808727
3.09142857142857,-0.301891013568698,-0.288604886228955,-0.288604886228954,-0.297524459077489
3.09714285714286,-0.301107976448367,-0.288905878415837,-0.288905878415836,-0.296683540738055
3.10285714285714,-0.30035402969607,-0.289237655246836,-0.289237655246834,-0.295874212421085
3.10857142857143,-0.299632909429134,-0.28960033958123,-0.289600339581229,-0.29510035060819
3.11428571428571,-0.298948229357677,-0.289993948128548,-0.289993948128548,-0.294365704306198
3.12,-0.2983034661153,-0.290418389162216,-0.290418389162215,-0.293673880000661
3.12571428571429,-0.297701944940907,-0.290873460465712,-0.290873460465711,-0.293028326967931
3.13142857142857,-0.297146825791669,-0.291358847549934,-0.291358847549933,-0.292432323026943
3.13714285714286,-0.296641089969046,-0.29187412218264,-0.291874122182639,-0.291888960813307
3.14285714285714,-0.296187527340096,-0.2924187412721,-0.2924187412721,-0.291401134658934
3.14857142857143,-0.295788724236756,-0.292992046148261,-0.29299204614826,-0.290971528160804
3.15428571428571,-0.295447052114924,-0.293593262284688,-0.293593262284688,-0.290602602521447
3.16,-0.295164657054018,-0.294221499504682,-0.294221499504682,-0.290296585742872
3.16571428571429,-0.294943450175198,-0.294875752713417,-0.294875752713417,-0.290055462753089
3.17142857142857,-0.294785099053617,-0.295554903196317,-0.295554903196317,-0.289880966541148
3.17714285714286,-0.294691020195751,-0.296257720521201,-0.296257720521201,-0.289774570373111
3.18285714285714,-0.294662372647955,-0.29698286507794,-0.29698286507794,-0.289737481155712
3.18857142857143,-0.294700052796424,-0.297728891285052,-0.297728891285051,-0.289770634008737
3.19428571428571,-0.294804690411554,-0.298494251487268,-0.298494251487268,-0.289874688100373
3.2,-0.294976645982004,-0.29927730056181,-0.299277300561809,-0.290050023791198
3.20571428571429,-0.295216009374629,-0.300076301244123,-0.300076301244124,-0.290296741124301
3.21142857142857,-0.295522599846888,-0.300889430175941,-0.30088943017594,-0.290614659688626
3.21714285714286,-0.295895967427703,-0.30171478467014,-0.301714784670141,-0.291003319872623
3.22285714285714,-0.296335395671542,-0.302550390177588,-0.302550390177588,-0.291461985513536
3.22857142857143,-0.296839905779044,-0.303394208432061,-0.303394208432062,-0.291989647936599
3.23428571428571,-0.297408262065,-0.30424414623911,-0.304244146239111,-0.292585031365487
3.24,-0.298038978742608,-0.305098064865256,-0.305098064865255,-0.293246599673797
3.24571428571429,-0.298730327980533,-0.305953789973988,-0.305953789973988,-0.293972564434547
3.25142857142857,-0.29948034917707,-0.306809122045518,-0.306809122045518,-0.294760894212677
3.25714285714286,-0.300286859384428,-0.307661847208445,-0.307661847208445,-0.295609325033907
3.26285714285714,-0.3011474648046,-0.30850974840299,-0.30850974840299,-0.296515371952156
3.26857142857143,-0.30205957326891,-0.309350616788438,-0.309350616788438,-0.297476341627414
3.27428571428571,-0.303020407603264,-0.310182263300759,-0.310182263300759,-0.29848934581693
3.28,-0.304027019774169,-0.311002530261867,-0.311002530261868,-0.299551315674603
3.28571428571429,-0.305076305703634,-0.311809302938098,-0.311809302938098,-0.300659016746747
3.29142857142857,-0.306165020636119,-0.312600520943456,-0.312600520943455,-0.30180906454751
3.29714285714286,-0.307289794937909,-0.313374189383218,-0.313374189383218,-0.302997940594164
3.30285714285714,-0.308447150207279,-0.314128389634205,-0.314128389634205,-0.304222008780237
3.30857142857143,-0.309633515574348,-0.3148612896614,-0.314861289661399,-0.305477531965133
3.31428571428571,-0.310845244071334,-0.31557115377511,-0.315571153775109,-0.306760688660619
3.32,-0.31207862895787,-0.316256351739009,-0.316256351739008,-0.308067589697834
3.32571428571429,-0.313329919890648,-0.316915367147021,-0.31691536714702,-0.309394294764077
3.33142857142857,-0.314595338834427,-0.3175468049962,-0.317546804996199,-0.310736828704852
3.33714285714286,-0.315871095618196,-0.318149398392478,-0.318149398392477,-0.312091197494859
3.34285714285714,-0.317153403050475,-0.318722014337437,-0.318722014337437,-0.313453403790281
3.34857142857143,-0.318438491517086,-0.319263658555887,-0.319263658555886,-0.314819461985055
3.35428571428571,-0.319722622995462,-0.319773479336056,-0.319773479336055,-0.316185412703945
3.36,-0.321002104430695,-0.3202507703666,-0.320250770366599,-0.317547336676442
3.36571428571429,-0.322273300429675,-0.320694972567,-0.320694972566999,-0.318901367946468
3.37142857142857,-0.323532645240621,-0.321105674919774,-0.321105674919773,-0.320243706384035
3.37714285714286,-0.324776653996195,-0.321482614324426,-0.321482614324424,-0.321570629475577
3.38285714285714,-0.326001933208508,-0.321825674503928,-0.321825674503927,-0.322878503380016
3.38857142857143,-0.327205190514128,-0.322134884004309,-0.322134884004308,-0.32416379324695
3.39428571428571,-0.328383243675314,-0.322410413336719,-0.322410413336718,-0.325423072802269
