"lumpcapacitance [pF]","lumpinductance [nH]","Freq [GHz]","ang_deg(S(1,1)) [deg]"
20,20,2,-93.2527816124586
20,20,2.00571428571429,-96.7061620440062
20,20,2.01142857142857,-100.167470741141
20,20,2.01714285714286,-103.63658084862
20,20,2.02285714285714,-107.113342233026
20,20,2.02857142857143,-110.59758101136
20,20,2.03428571428571,-114.089099241249
20,20,2.04,-117.587674777664
20,20,2.04571428571429,-121.093061299651
20,20,2.05142857142857,-124.604988509757
20,20,2.05714285714286,-128.123162507419
20,20,2.06285714285714,-131.647266336264
20,20,2.06857142857143,-135.176960704117
20,20,2.07428571428571,-138.711884872746
20,20,2.08,-142.251657713283
20,20,2.08571428571429,-145.795878921403
20,20,2.09142857142857,-149.3441303852
20,20,2.09714285714286,-152.895977697034
20,20,2.10285714285714,-156.450971799215
20,20,2.10857142857143,-160.008650752302
20,20,2.11428571428571,-163.568541613174
20,20,2.12,-167.130162409381
20,20,2.12571428571429,-170.69302419485
20,20,2.13142857142857,-174.256633171652
20,20,2.13714285714286,-177.820492861606
20,20,2.14285714285714,178.615893688854
20,20,2.14857142857143,175.053021687215
20,20,2.15428571428571,171.491382373806
20,20,2.16,167.931460817574
20,20,2.16571428571429,164.37373374517
20,20,2.17142857142857,160.818667418895
20,20,2.17714285714286,157.266715578528
20,20,2.18285714285714,153.718317461143
20,20,2.18857142857143,150.173895911731
20,20,2.19428571428571,146.633855596605
20,20,2.2,143.098581329885
20,20,2.20571428571429,139.568436522349
20,20,2.21142857142857,136.04376176018
20,20,2.21714285714286,132.524873519846
20,20,2.22285714285714,129.012063023936
20,20,2.22857142857143,125.505595241014
20,20,2.23428571428571,122.005708031567
20,20,2.24,118.51261144028
20,20,2.24571428571429,115.026487134039
20,20,2.25142857142857,111.547487983482
20,20,2.25714285714286,108.075737785032
20,20,2.26285714285714,104.611331119396
20,20,2.26857142857143,101.154333341397
20,20,2.27428571428571,97.7047806956337
20,20,2.28,94.2626805514599
20,20,2.28571428571429,90.8280117506624
20,20,2.29142857142857,87.4007250605236
20,20,2.29714285714286,83.9807437249042
20,20,2.30285714285714,80.5679641058598
20,20,2.30857142857143,77.162256408044
20,20,2.31428571428571,73.7634654785596
20,20,2.32,70.3714116746767
20,20,2.32571428571429,66.9858917924435
20,20,2.33142857142857,63.6066800491513
20,20,2.33714285714286,60.2335291131719
20,20,2.34285714285714,56.8661711750571
20,20,2.34857142857143,53.5043190540081
20,20,2.35428571428571,50.1476673345735
20,20,2.36,46.7958935285372
20,20,2.36571428571429,43.4486592577715
20,20,2.37142857142857,40.1056114539714
20,20,2.37714285714286,36.7663835718413
20,20,2.38285714285714,33.4305968127371
20,20,2.38857142857143,30.0978613560001
20,20,2.39428571428571,26.7677775959165
20,20,2.4,23.4399373822599
20,20,2.40571428571429,20.113925263069
20,20,2.41142857142857,16.7893197282858
20,20,2.41714285714286,13.4656944533622
20,20,2.42285714285714,10.1426195421536
20,20,2.42857142857143,6.81966276842641
20,20,2.43428571428571,3.49639081575139
20,20,2.44,0.172370515321027
20,20,2.44571428571429,-3.15282991836315
20,20,2.45142857142857,-6.47963965427455
20,20,2.45714285714286,-9.80848401429148
20,20,2.46285714285714,-13.1397832454993
20,20,2.46857142857143,-16.4739512959056
20,20,2.47428571428571,-19.8113945939248
20,20,2.48,-23.1525108325459
20,20,2.48571428571429,-26.4976877589442
20,20,2.49142857142857,-29.8473019708833
20,20,2.49714285714286,-33.2017177213505
20,20,2.50285714285714,-36.5612857331755
20,20,2.50857142857143,-39.9263420259487
20,20,2.51428571428571,-43.2972067575979
20,20,2.52,-46.6741830837409
20,20,2.52571428571429,-50.0575560379841
20,20,2.53142857142857,-53.4475914370699
20,20,2.53714285714286,-56.8445348150068
20,20,2.54285714285714,-60.2486103907319
20,20,2.54857142857143,-63.6600200744786
20,20,2.55428571428571,-67.0789425180854
20,20,2.56,-70.5055322152228
20,20,2.56571428571429,-73.9399186574913
20,20,2.57142857142857,-77.3822055529608
20,20,2.57714285714286,-80.8324701137569
20,20,2.58285714285714,-84.2907624194993
20,20,2.58857142857143,-87.7571048636976
20,20,2.59428571428571,-91.2314916899306
20,20,2.6,-94.7138886249414
20,20,2.60571428571429,-98.2042326152749
20,20,2.61142857142857,-101.702431674158
20,20,2.61714285714286,-105.208364844756
20,20,2.62285714285714,-108.721882285483
20,20,2.62857142857143,-112.24280548267
20,20,2.63428571428571,-115.770927594851
20,20,2.64,-119.306013932519
20,20,2.64571428571429,-122.84780257591
20,20,2.65142857142857,-126.396005132682
20,20,2.65714285714286,-129.950307636055
20,20,2.66285714285714,-133.510371582792
20,20,2.66857142857143,-137.075835109363
20,20,2.67428571428571,-140.646314302985
20,20,2.68,-144.22140464331
20,20,2.68571428571429,-147.800682568784
20,20,2.69142857142857,-151.383707160737
20,20,2.69714285714286,-154.970021936739
20,20,2.70285714285714,-158.559156743532
20,20,2.70857142857143,-162.150629738896
20,20,2.71428571428571,-165.743949450421
20,20,2.72,-169.338616898584
20,20,2.72571428571429,-172.934127770358
20,20,2.73142857142857,-176.529974629305
20,20,2.73714285714286,179.874350852635
20,20,2.74285714285714,176.279355656679
20,20,2.74857142857143,172.685543187025
20,20,2.75428571428571,169.093411064161
20,20,2.76,165.503448956213
20,20,2.76571428571429,161.916136462831
20,20,2.77142857142857,158.331941065132
20,20,2.77714285714286,154.751316154674
20,20,2.78285714285714,151.174699153482
20,20,2.78857142857143,147.602509735897
20,20,2.79428571428571,144.035148162194
20,20,2.8,140.472993732282
20,20,2.80571428571429,136.916403366872
20,20,2.81142857142857,133.365710321803
20,20,2.81714285714286,129.821223040078
20,20,2.82285714285714,126.283224144779
20,20,2.82857142857143,122.751969574494
20,20,2.83428571428571,119.227687861951
20,20,2.84,115.710579554925
20,20,2.84571428571429,112.200816777747
20,20,2.85142857142857,108.69854293033
20,20,2.85714285714286,105.203872520914
20,20,2.86285714285714,101.71689112787
20,20,2.86857142857143,98.2376554849942
20,20,2.87428571428571,94.7661936844298
20,20,2.88,91.3025054905054
20,20,2.88571428571429,87.846562757782
20,20,2.89142857142857,84.3983099460041
20,20,2.89714285714286,80.9576647247041
20,20,2.90285714285714,77.5245186601595
20,20,2.90857142857143,74.0987379772333
20,20,2.91428571428571,70.6801643890712
20,20,2.92,67.2686159874575
20,20,2.92571428571429,63.863888187258
20,20,2.93142857142857,60.465754718353
20,20,2.93714285714286,57.0739686590248
20,20,2.94285714285714,53.6882635051509
20,20,2.94857142857143,50.3083542697629
20,20,2.95428571428571,46.9339386082771
20,20,2.96,43.5646979647855
20,20,2.96571428571429,40.2002987355889
20,20,2.97142857142857,36.840393446267
20,20,2.97714285714286,33.484621939199
20,20,2.98285714285714,30.1326125688589
20,20,2.98857142857143,26.7839834023802
20,20,2.99428571428571,23.4383434235758
20,20,3,20.0952937385535
20,20,3.00571428571429,16.7544287817334
20,20,3.01142857142857,13.4153375210142
20,20,3.01714285714286,10.0776046612595
20,20,3.02285714285714,6.74081184546707
20,20,3.02857142857143,3.40453885293712
20,20,3.03428571428571,0.0683647941836792
20,20,3.04,-3.26813069794363
20,20,3.04571428571429,-6.60536628107693
20,20,3.05142857142857,-9.94375772055601
20,20,3.05714285714286,-13.2837167113665
20,20,3.06285714285714,-16.6256497051923
20,20,3.06857142857143,-19.9699567432817
20,20,3.07428571428571,-23.317030295676
20,20,3.08,-26.6672541078863
20,20,3.08571428571429,-30.0210020559557
20,20,3.09142857142857,-33.3786370114368
20,20,3.09714285714286,-36.7405097178531
20,20,3.10285714285714,-40.1069576805433
20,20,3.10857142857143,-43.4783040722894
20,20,3.11428571428571,-46.8548566571485
