"Freq [GHz]","im(Z(1,1)) []","im(Z(1,2)) []"
5.13142857142857,-54.630459458923,-57.4940368308958
5.13714285714286,-54.4917327994872,-57.311455683933
5.14285714285714,-54.3561584068186,-57.1284175189717
5.14857142857143,-54.2240605290938,-56.9454490817619
5.15428571428571,-54.0957451282806,-56.7630663025749
5.16,-53.9714990132534,-56.5817726710338
5.16571428571429,-53.8515890922923,-56.4020577477904
5.17142857142857,-53.7362617405746,-56.2243958118099
5.17714285714286,-53.6257422759179,-56.0492446401403
5.18285714285714,-53.5202345327983,-55.8770444149704
5.18857142857143,-53.419920519716,-55.7082167502175
5.19428571428571,-53.3249601364815,-55.5431638261786
5.2,-53.2354909120263,-55.382267614407
5.20571428571429,-53.1516276912146,-55.2258891626743
5.21142857142857,-53.0734621285152,-55.0743678825857
5.21714285714286,-53.0010616787141,-54.9280207159223
5.22285714285714,-52.9344673336555,-54.787140872839
5.22857142857143,-52.8736880411815,-54.6519952576465
5.23428571428571,-52.8186851489334,-54.5228175064522
5.24,-52.7693202245718,-54.3997827710513
5.24571428571429,-52.7251241298047,-54.2828710202751
5.25142857142857,-52.6846686510567,-54.1706139558842
5.25714285714286,-52.6633597861617,-54.0707558101794
5.26285714285714,-52.6362154779596,-53.9755179282752
5.26857142857143,-52.6152104233272,-53.8865264857779
5.27428571428571,-52.6000433236686,-53.8046698352067
5.28,-52.5903573972044,-53.7300569708794
5.28571428571429,-52.5859246780695,-53.662741576806
5.29142857142857,-52.5865502005268,-53.6027546037444
5.29714285714286,-52.5920438875789,-53.5501068502425
5.30285714285714,-52.6022113991291,-53.5047891440992
5.30857142857143,-52.6168510066996,-53.4667724143928
5.31428571428571,-52.6357527243979,-53.436007862727
5.32,-52.6586984293931,-53.412427230147
5.32571428571429,-52.685462502968,-53.3959431459949
5.33142857142857,-52.7158128215135,-53.3864495571279
5.33714285714286,-52.7495120637302,-53.383822249381
5.34285714285714,-52.786319388263,-53.3879194878133
5.34857142857143,-52.8259926247619,-53.3985828217007
5.35428571428571,-52.8682912483905,-53.4156381296631
5.36,-52.9129806253926,-53.4388970286305
5.36571428571429,-52.9598384244183,-53.4681588525636
5.37142857142857,-53.00866489934,-53.5032135496466
5.37714285714286,-53.0593004607159,-53.5438460905528
5.38285714285714,-53.1116577949363,-53.5898433553775
5.38857142857143,-53.165784997711,-53.6410047667495
5.39428571428572,-53.2219996394047,-53.6971561850959
5.4,-53.2811941581834,-53.7581481837684
5.40571428571429,-53.3455202733962,-53.8236680674962
5.41142857142857,-53.4186667341318,-53.891293174128
5.41714285714286,-53.4789312379766,-53.9407511774418
5.42285714285714,-53.4323355287778,-53.9713130377645
5.42857142857143,-53.4533845868055,-54.0566740969085
5.43428571428572,-53.5058585657574,-54.1448021871151
5.44,-53.5574541598145,-54.2299994835381
5.44571428571429,-53.6054489734403,-54.3141302656225
5.45142857142857,-53.6499591667254,-54.397971847607
5.45714285714286,-53.6911728377078,-54.4816809892885
5.46285714285714,-53.7291520670546,-54.5651415824914
5.46857142857143,-53.7638683045605,-54.6481110195448
5.47428571428572,-53.7952412501001,-54.730284158127
5.48,-53.8231639271377,-54.8113239590756
5.48571428571429,-53.8475179155661,-54.8908776743356
5.49142857142857,-53.8681827485189,-54.9685862849644
5.49714285714286,-53.8850419206644,-55.0440905655916
5.50285714285714,-53.897986892743,-55.1170353578223
5.50857142857143,-53.9069198727308,-55.187072837553
5.51428571428572,-53.9117558206744,-55.2538651839265
5.52,-53.9124239388983,-55.3170868690948
5.52571428571429,-53.9088688040582,-55.3764266891075
5.53142857142857,-53.9010512363761,-55.4315896022115
5.53714285714286,-53.8889489649434,-55.4822984102657
5.54285714285714,-53.8725571259017,-55.5282953012295
5.54857142857143,-53.8518886165924,-55.5693432601286
5.55428571428572,-53.8269743201882,-55.6052273496639
5.56,-53.7978632100115,-55.635755858038
5.56571428571429,-53.7646223393366,-55.66076130955
5.57142857142857,-53.7273367205493,-55.6801013327008
5.57714285714286,-53.686109096361,-55.693659380365
5.58285714285714,-53.6410596053851,-55.7013452970702
5.58857142857143,-53.5923253441697,-55.7030957290899
5.59428571428572,-53.5400598281636,-55.6988743742099
5.6,-53.4844323544016,-55.6886720692099
5.60571428571429,-53.4256272693523,-55.6725067144858
5.61142857142857,-53.3638431459693,-55.6504230367069
5.61714285714286,-53.2992918747681,-55.6224921919062
5.62285714285714,-53.2321976744089,-55.5888112128557
5.62857142857143,-53.1627960280439,-55.5495023061031
5.63428571428572,-53.091332552333,-55.5047120053782
5.64,-53.0180618066614,-55.4546101894045
5.64571428571429,-52.9432460506803,-55.3993889733115
5.65142857142857,-52.8671539587194,-55.3392614838541
5.65714285714286,-52.7900592999917,-55.2744605294501
5.66285714285714,-52.7122395938491,-55.2052371767093
5.66857142857143,-52.6339747493888,-55.1318592454083
5.67428571428572,-52.5555456988533,-55.054609733912
5.68,-52.4772330341594,-54.9737851865816
5.68571428571429,-52.3993156557126,-54.8896940135084
5.69142857142857,-52.3220694423928,-54.8026547705344
5.69714285714286,-52.2457659512623,-54.712994402818
5.70285714285714,-52.1706711550026,-54.6210464455821
5.70857142857143,-52.0970442246808,-54.5271491550945
5.71428571428572,-52.0251363647468,-54.4316434942687
5.72,-51.9551897066037,-54.3348707704045
5.72571428571429,-51.8874362663634,-54.2371693437826
5.73142857142857,-51.8220969717894,-54.1388684789844
5.73714285714286,-51.7593807626513,-54.0402712453795
5.74285714285714,-51.6994837680719,-53.9415756264901
5.74857142857143,-51.642588563788,-53.8419051709527
5.75428571428572,-51.5888635115721,-53.7502522169166
5.76,-51.538462182484,-53.6523937062716
5.76571428571429,-51.4915228650561,-53.5573809795968
5.77142857142857,-51.4481681590394,-53.4642717547179
5.77714285714286,-51.4085046548486,-53.3732114312348
5.78285714285714,-51.3726226985316,-53.2844367493313
5.78857142857143,-51.3405962416981,-53.1981958771564
5.79428571428572,-51.3124827756747,-53.1147319370419
5.8,-51.2883233489042,-53.0342778642317
5.80571428571429,-51.2681426665036,-52.9570543603004
5.81142857142857,-51.25194927087,-52.8832690094464
5.81714285714286,-51.2397358021311,-52.8131160259731
5.82285714285714,-51.2314793373754,-52.7467765497376
5.82857142857143,-51.22714180758,-52.6844196778549
5.83428571428572,-51.2266704913671,-52.6262048137763
5.84,-51.2299985847618,-52.5722868463482
5.84571428571429,-51.2370458463721,-52.5228284221617
5.85142857142857,-51.2477193175402,-52.4780333641564
5.85714285714286,-51.2619141171687,-52.4382597019588
5.86285714285714,-51.2795143111349,-52.404556729284
5.86857142857143,-51.3003938562963,-52.3767667776777
5.87428571428572,-51.3244176192195,-52.3258769518682
5.88,-51.3514424698089,-52.3116557068031
5.88571428571429,-51.3813184496224,-52.2962525738867
5.89142857142857,-51.4138900208682,-52.2844325989212
5.89714285714286,-51.4489973735513,-52.2769261670743
5.90285714285714,-51.4864778345383,-52.2739346123541
5.90857142857143,-51.5261673296506,-52.2755186111047
5.91428571428572,-51.5679019285708,-52.281684726582
5.92,-51.6115194615231,-52.2924128849012
5.92571428571429,-51.6568612066859,-52.3076675105072
5.93142857142857,-51.7037736460298,-52.3274030552532
5.93714285714286,-51.7521102862317,-52.3515672779721
5.94285714285714,-51.8017335405113,-52.3801034721146
5.94857142857143,-51.8525166661901,-52.4129520677123
5.95428571428572,-51.9043457517157,-52.4500516697061
5.96,-51.9571217458131,-52.4913392984634
5.96571428571429,-52.010762520213,-52.5367491327333
5.97142857142857,-52.0652049562003,-52.5862079766572
5.97714285714286,-52.120407044083,-52.639622616668
5.98285714285714,-52.1763499834277,-52.6968439040894
5.98857142857143,-52.2330402709067,-52.757548542328
5.99428571428571,-52.2905117615205,-52.8207150970484
6,-52.3488276881758,-52.880241915869
