"Freq [GHz]","im(Z(1,1)) []","im(Z(1,2)) []"
3.24571428571429,-72.8212822930239,-73.662954234415
3.25142857142857,-72.5498429248643,-73.3948181852879
3.25714285714286,-72.2725256169943,-73.1152016633335
3.26285714285714,-71.9901793956279,-72.8250247513536
3.26857142857143,-71.7036671028748,-72.5252396008377
3.27428571428571,-71.4138601971107,-72.2168244597773
3.28,-71.1216336374316,-71.9007777555862
3.28571428571429,-70.827860901651,-71.5781122898523
3.29142857142857,-70.5334091830955,-71.2498495967961
3.29714285714286,-70.239134806447,-70.917014511773
3.30285714285714,-69.9458788977785,-70.5806299903432
3.30857142857143,-69.6544633382547,-70.2417122121432
3.31428571428571,-69.3656870252696,-69.9012659974941
3.32,-69.0803224591427,-69.5602805583164
3.32571428571429,-68.7991126678556,-69.2197255987514
3.33142857142857,-68.5227684769996,-68.8805477749163
3.33714285714286,-68.2519661269867,-68.5436675176066
3.34285714285714,-67.9873452350802,-68.2099762166479
3.34857142857143,-67.7295070954577,-67.8803337608291
3.35428571428571,-67.479013306957,-67.5555664232762
3.36,-67.2363847149293,-67.2364650784759
3.36571428571429,-67.0021006509965,-66.9237837341607
3.37142857142857,-66.7765984523872,-66.6182383587551
3.37714285714286,-66.5602732409317,-66.3205059832183
3.38285714285714,-66.3534779406483,-66.0312240546618
3.38857142857143,-66.1565235121647,-65.7509900182104
3.39428571428571,-65.9696793819551,-65.4803611031498
3.4,-65.7931740444389,-65.2198542892466
3.40571428571429,-65.6271958153914,-64.9699464295286
3.41142857142857,-65.4718937157831,-64.7310745063122
3.41714285714286,-65.3273784660851,-64.5036359982231
3.42285714285714,-65.1937235721012,-64.2879893370075
3.42857142857143,-65.070966484666,-64.0844544342103
3.43428571428571,-64.9591098168164,-63.8933132592775
3.44,-64.8581226034824,-63.7148104521208
3.44571428571429,-64.7679415901077,-63.5491539548486
3.45142857142857,-64.6884725381144,-63.3965156490293
3.45714285714286,-64.6195915364861,-63.2570319865674
3.46285714285714,-64.5611463101724,-63.1308046039806
3.46857142857143,-64.5129575173618,-63.017900911619
3.47428571428571,-64.4748200289403,-62.9183546510045
3.48,-64.4465041846996,-62.8321664152217
3.48571428571429,-64.4277570219489,-62.7593041288042
3.49142857142857,-64.4183034733555,-62.6997034852824
3.49714285714286,-64.4178475316922,-62.6532683419455
3.50285714285714,-64.4260733802396,-62.6198710729876
3.50857142857143,-64.4426464882725,-62.5993528834947
3.51428571428571,-64.4672146719536,-62.5915240881822
3.52,-64.4994091215675,-62.5961643600158
3.52571428571429,-64.5388453966713,-62.6130229550801
3.53142857142857,-64.5851243913703,-62.6418189212196
3.53714285714286,-64.6378332723146,-62.6822412989777
3.54285714285714,-64.6965463925958,-62.7339493243958
3.54857142857143,-64.7608261850627,-62.7965726440487
3.55428571428571,-64.8302240389537,-62.8697115535055
3.56,-64.9042811641065,-62.9529372710515
3.56571428571429,-64.9825294472316,-63.0457922590366
3.57142857142857,-65.0644923050621,-63.1477906056519
3.57714285714286,-65.1496855393284,-63.2584184801685
3.58285714285714,-65.2376181987456,-63.3771346748086
3.58857142857143,-65.3277934532953,-63.5033712463656
3.59428571428571,-65.4197094861622,-63.6365342704286
3.6,-65.5128604087547,-63.7760047206842
3.60571428571429,-65.6067372041819,-63.921139485139
3.61142857142857,-65.700828704482,-64.0712725302818
3.61714285714286,-65.7946226067264,-64.2257162231655
3.62285714285714,-65.8876065328979,-64.3837628201703
3.62857142857143,-65.9792691380693,-64.5446861297254
3.63428571428571,-66.0691012710113,-64.707743354605
3.64,-66.156597190775,-64.8721771175387
3.64571428571429,-66.2412558421687,-65.037217671813
3.65142857142857,-66.3225821922352,-65.2020852962834
3.65714285714286,-66.4000886289498,-65.3659928718253
3.66285714285714,-66.4732964223265,-65.5281486337051
3.66857142857143,-66.5417372469486,-65.6877590917217
3.67428571428571,-66.6049547637216,-65.8440321072668
3.68,-66.6625062571974,-65.9961801136805
3.68571428571429,-66.7139643234547,-66.1434234636254
3.69142857142857,-66.7589186018915,-66.2849938844394
3.69714285714286,-66.7969775428114,-66.4201380199695
