"Freq [GHz]","im(Zo(1)) []"
2,-0.00134532348849838
2.00571428571429,-0.00131578022142655
2.01142857142857,-0.00128635151456812
2.01714285714286,-0.00125703716647263
2.02285714285714,-0.00122783697040161
2.02857142857143,-0.00119875071445437
2.03428571428571,-0.00116977818169229
2.04,-0.00114091915026017
2.04571428571429,-0.00111217339350614
2.05142857142857,-0.00108354068009908
2.05714285714286,-0.00105502077414389
2.06285714285714,-0.00102661343529532
2.06857142857143,-0.000998318418868978
2.07428571428571,-0.000970135475951236
2.08,-0.000942064353506492
2.08571428571429,-0.00091410479448316
2.09142857142857,-0.000886256537917467
2.09714285714286,-0.000858519319035318
2.10285714285714,-0.000830892869352993
2.10857142857143,-0.000803376916775234
2.11428571428571,-0.000775971185692522
2.12,-0.000748675397075829
2.12571428571429,-0.00072148926857041
2.13142857142857,-0.000694412514587599
2.13714285714286,-0.000667444846394877
2.14285714285714,-0.000640585972204959
2.14857142857143,-0.000613835597262585
2.15428571428571,-0.000587193423930509
2.16,-0.000560659151773367
2.16571428571429,-0.000534232477640649
2.17142857142857,-0.000507913095747906
2.17714285714286,-0.000481700697756421
2.18285714285714,-0.000455594972852064
2.18857142857143,-0.000429595607822048
2.19428571428571,-0.000403702287131046
2.2,-0.000377914692995362
2.20571428571429,-0.000352232505456395
2.21142857142857,-0.000326655402452435
2.21714285714286,-0.000301183059889209
2.22285714285714,-0.000275815151709659
2.22857142857143,-0.00025055134996175
2.23428571428571,-0.000225391324865998
2.24,-0.00020033474488091
2.24571428571429,-0.000175381276768144
2.25142857142857,-0.000150530585655897
2.25714285714286,-0.000125782335101395
2.26285714285714,-0.000101136187152578
2.26857142857143,-7.65918024081198e-05
2.27428571428571,-5.21488400771246e-05
2.28,-2.78069580370426e-05
2.28571428571429,-3.56581289122711e-06
2.29142857142857,2.05749399748961e-05
2.29714285714286,4.46156463387126e-05
2.30285714285714,6.85566530857646e-05
2.30857142857143,9.23983081567438e-05
2.31428571428571,0.0001161409604947
2.32,0.000139784959993936
2.32571428571429,0.000163330657448989
2.33142857142857,0.000186778404505142
2.33714285714286,0.000210128553609681
2.34285714285714,0.000233381457963592
2.34857142857143,0.000256537471474824
2.35428571428571,0.000279596948711592
2.36,0.000302560244857307
2.36571428571429,0.000325427715665559
2.37142857142857,0.000348199717416417
2.37714285714286,0.000370876606873449
2.38285714285714,0.000393458741241122
2.38857142857143,0.000415946478123554
2.39428571428571,0.000438340175483417
2.4,0.000460640191602171
2.40571428571429,0.000482846885040404
2.41142857142857,0.000504960614599364
2.41714285714286,0.000526981739283123
2.42285714285714,0.000548910618261032
2.42857142857143,0.000570747610831515
2.43428571428571,0.000592493076385858
2.44,0.000614147374373228
2.44571428571429,0.000635710864265932
2.45142857142857,0.000657183905525478
2.45714285714286,0.000678566857569474
2.46285714285714,0.000699860079738599
2.46857142857143,0.00072106393126489
2.47428571428571,0.000742178771239922
2.48,0.000763204958584268
2.48571428571429,0.000784142852016933
2.49142857142857,0.000804992810025724
2.49714285714286,0.000825755190838284
2.50285714285714,0.000846430352393181
2.50857142857143,0.000867018652312187
2.51428571428571,0.000887520447872551
2.52,0.000907936095980254
2.52571428571429,0.000928265953143395
2.53142857142857,0.000948510375446404
2.53714285714286,0.00096866971852471
2.54285714285714,0.000988744337539677
2.54857142857143,0.00100873458715448
2.55428571428571,0.00102864082150991
2.56,0.00104846339420132
2.56571428571429,0.00106820265825541
2.57142857142857,0.00108785896610791
2.57714285714286,0.0011074326695817
2.58285714285714,0.001126924119865
2.58857142857143,0.00114633366749067
2.59428571428571,0.00116566166231524
2.6,0.00118490845349903
2.60571428571429,0.00120407438948616
2.61142857142857,0.00122315981798538
2.61714285714286,0.00124216508595118
2.62285714285714,0.00126109053956518
2.62857142857143,0.0012799365242183
2.63428571428571,0.00129870338449284
2.64,0.00131739146414546
2.64571428571429,0.00133600110609014
2.65142857142857,0.0013545326523818
2.65714285714286,0.0013729864442003
2.66285714285714,0.00139136282183451
2.66857142857143,0.00140966212466724
2.67428571428571,0.00142788469116009
2.68,0.00144603085883899
2.68571428571429,0.00146410096427989
2.69142857142857,0.00148209534309489
2.69714285714286,0.00150001432991881
2.70285714285714,0.00151785825839586
2.70857142857143,0.00153562746116701
2.71428571428571,0.00155332226985728
2.72,0.00157094301506377
2.72571428571429,0.00158849002634369
2.73142857142857,0.00160596363220287
2.73714285714286,0.00162336416008477
2.74285714285714,0.00164069193635926
2.74857142857143,0.00165794728631244
2.75428571428571,0.00167513053413608
2.76,0.00169224200291796
2.76571428571429,0.00170928201463196
2.77142857142857,0.00172625089012889
2.77714285714286,0.00174314894912747
2.78285714285714,0.00175997651020538
2.78857142857143,0.00177673389079105
2.79428571428571,0.0017934214071552
2.8,0.00181003937440316
2.80571428571429,0.00182658810646709
2.81142857142857,0.00184306791609863
2.81714285714286,0.00185947911486192
2.82285714285714,0.00187582201312659
2.82857142857143,0.0018920969200614
2.83428571428571,0.00190830414362769
2.84,0.00192444399057359
2.84571428571429,0.00194051676642798
2.85142857142857,0.00195652277549504
2.85714285714286,0.00197246232084903
2.86285714285714,0.00198833570432902
2.86857142857143,0.00200414322653427
2.87428571428571,0.00201988518681946
2.88,0.00203556188329051
2.88571428571429,0.00205117361280029
2.89142857142857,0.00206672067094479
2.89714285714286,0.00208220335205953
2.90285714285714,0.00209762194921589
2.90857142857143,0.00211297675421815
2.91428571428571,0.00212826805760021
2.92,0.002143496148623
2.92571428571429,0.00215866131527171
2.93142857142857,0.00217376384425349
2.93714285714286,0.00218880402099532
