"Freq [GHz]","im(Z(1,1)) [] - stripwidth='4.7mm'","im(Z(2,1)) [] - stripwidth='4.7mm'"
5.33142857142857,45.4582410785658,67.9543783793722
5.33714285714286,51.2667499081498,71.925783706537
5.34285714285714,57.8172208351384,76.6801703253731
5.34857142857143,65.3173833149272,82.4197079379236
5.35428571428571,74.0547848012195,89.4264153498083
5.36,84.4395707660062,98.1047208930556
5.36571428571429,97.0775476812905,109.054184982318
5.37142857142857,112.901326389875,123.200062850692
5.37714285714286,133.419790597926,142.04169765838
5.38285714285714,161.225423545891,168.15769610613
5.38857142857143,201.101587557139,206.308566037007
5.39428571428572,262.542098430635,265.945786247557
5.4,364.086456315579,365.528851069694
5.40571428571429,496.34639138699,495.702876175993
5.41142857142857,-68.9146924783451,-68.7681597933977
5.41714285714286,-488.806908237023,-488.452459444035
5.42285714285714,-350.489362347628,-352.238956380722
5.42857142857143,-254.348557474826,-258.037036352045
5.43428571428572,-195.935432986419,-201.416827886393
5.44,-157.709702712782,-164.912845494952
5.44571428571429,-130.871434268787,-139.764294580358
5.45142857142857,-110.959906182946,-121.531880428681
5.45714285714286,-95.5383126419113,-107.792036875627
5.46285714285714,-83.1784375477031,-97.1258013325994
5.46857142857143,-72.9923718131851,-88.6524891874522
5.47428571428572,-64.4005586929539,-81.7987279331007
5.48,-57.0090457447681,-76.1762527224197
5.48571428571429,-50.540701244625,-71.5134492102935
5.49142857142857,-44.794736907796,-67.6150921053508
5.49714285714286,-39.621866705704,-64.3376625583875
5.50285714285714,-34.9084974236041,-61.5736686568655
5.50857142857143,-30.5663416491136,-59.2413763319426
5.51428571428572,-26.5253971869019,-57.2779053045056
5.52,-22.7290780818514,-55.6344829435965
5.52571428571429,-19.1307556532465,-54.2731208530679
5.53142857142857,-15.6912432306983,-53.1642540206265
5.53714285714286,-12.3769231928762,-52.2850477144834
5.54285714285714,-9.15831621639445,-51.6181796646104
5.54857142857143,-6.00895615732894,-51.1509702459132
5.55428571428572,-2.90447436230676,-50.8747761499028
5.56,0.178177057166552,-50.784592099219
5.56571428571429,3.26141735501936,-50.8788258514597
5.57142857142857,6.36768967149041,-51.1592274685149
5.57714285714286,9.52011464888278,-51.630966945718
5.58285714285714,12.7431859512137,-52.3028666182285
5.58857142857143,16.0635530046904,-53.187807947905
5.59428571428572,19.5109459384667,-54.3033481721143
5.6,23.1193141877279,-55.6726032465046
5.60571428571429,26.9282765189022,-57.3254830038139
5.61142857142857,30.9850214659448,-59.300407899723
5.61714285714286,35.3468620259374,-61.6467029968892
5.62285714285714,40.0847519407254,-64.4279689966031
5.62857142857143,45.2882394067469,-67.7268985078498
5.63428571428572,51.0726154926015,-71.6522859666388
5.64,57.589498561738,-76.3494607497026
5.64571428571429,65.0429567359355,-82.0162279784342
5.65142857142857,73.714860290273,-88.9279801358597
5.65714285714286,84.0062214317856,-97.4786860814687
5.66285714285714,96.5074844883958,-108.250624518494
5.66857142857143,112.123996758374,-122.138899483032
5.67428571428572,132.313003078947,-140.586668630948
5.68,159.561064542512,-166.059043821231
5.68571428571429,198.412118155816,-203.063622205596
5.69142857142857,257.758017264147,-260.424335407019
5.69714285714286,354.615130195175,-355.030905191331
5.70285714285714,482.449417939173,-480.399380624608
5.70857142857143,0.615234685506346,-0.586599492021397
5.71428571428572,-485.43753761261,483.454819921572
5.72,-356.32430193726,356.836989872737
5.72571428571429,-258.672677731132,261.449006563417
5.73142857142857,-198.957383506227,203.725977591119
5.73714285714286,-159.914122685942,166.534373373079
5.74285714285714,-132.554280839889,140.954886738752
5.74857142857143,-112.294148349866,122.440685288519
5.75428571428572,-96.6289407152343,108.508670597652
5.76,-84.0922326072896,97.70662019404
5.76571428571429,-73.7736829508641,89.1344985850176
5.77142857142857,-65.0799576745937,82.2071754456718
5.77714285714286,-57.6082854760587,76.5289508615802
5.78285714285714,-51.0756785658603,71.8233404953189
5.78857142857143,-45.2773316883678,67.8918301412646
5.79428571428572,-40.0611227507322,64.5886205156299
5.8,-35.3114038134954,61.8046026509304
5.80571428571429,-30.9383635932869,59.4568742178542
5.81142857142857,-26.8708452400964,57.4816983290378
5.81714285714286,-23.0513702674133,55.8296676446286
5.82285714285714,-19.4326068620203,54.4623210421258
5.82857142857143,-15.9748040420557,53.3497421477792
5.83428571428572,-12.6438826543814,52.4688384408696
5.84,-9.40997825303035,51.8021044181449
5.84571428571429,-6.2462960837415,51.3367389771785
5.85142857142857,-3.12817980226705,51.0640308961253
5.85714285714286,-0.0323219248422797,50.9789559871761
5.86285714285714,3.06393951217176,51.0799506421118
5.86857142857143,6.18328401974918,51.3688425696765
5.87428571428572,9.34907303522668,51.8509329575082
5.88,12.5860573527962,52.5352369436891
5.88571428571429,15.9211740342017,53.4349028653634
5.89142857142857,19.3844892366609,54.5678471610519
5.89714285714286,23.0103604582344,55.9576635171315
5.90285714285714,26.8389189382206,57.634895488817
5.90857142857143,30.9180156964655,59.638807068018
5.91428571428572,35.3058420335089,62.0198548288675
5.92,40.0745429247646,64.8431741889183
5.92571428571429,45.3153173231563,68.193568761344
5.93142857142857,51.1457932538648,72.1827860751434
5.93714285714286,57.720972177077,76.9603694642699
5.94285714285714,65.2499402438355,82.7302782745476
5.94857142857143,74.022216573153,89.7771389799625
5.95428571428572,84.4508416805468,98.5092183547087
5.96,97.1458677417145,109.531759114256
5.96571428571429,113.04595053491,123.778336933295
5.97142857142857,133.667562696751,142.759674583703
5.97714285714286,161.607395958051,169.065301369523
5.98285714285714,201.617819147257,207.437549637898
5.98857142857143,262.922229347366,267.084254740441
5.99428571428571,361.936097073607,364.400598467893
6,469.427040344505,470.244582074911
