"Freq [GHz]","im(Z(1,1)) [] - stripwidth='4.7mm'","im(Z(2,1)) [] - stripwidth='4.7mm'"
2.93714285714286,43.9785687658454,67.7767523887694
2.94285714285714,49.5992028506413,71.5478283448424
2.94857142857143,55.9038592730708,76.0478168284858
2.95428571428571,63.0790555836511,81.458146010924
2.96,71.3806661903685,88.0298522349985
2.96571428571429,81.1700621165097,96.1196125107319
2.97142857142857,92.9752153871795,106.250707227691
2.97714285714286,107.599347799998,119.221455375461
2.98285714285714,126.326195837044,136.310113929481
2.98857142857143,151.337702602084,159.691864481074
2.99428571428571,186.64610378164,193.369365551021
3,240.426090973183,245.50112169407
3.00571428571429,331.653205763268,335.029120889979
3.01142857142857,508.565372475351,510.110437674414
3.01714285714286,653.421666833429,653.190165026863
3.02285714285714,-704.427917892937,-704.007117090799
3.02857142857143,-475.165739307235,-476.654726691445
3.03428571428571,-315.051584555515,-318.344096643489
3.04,-231.190732630583,-236.170883896936
3.04571428571429,-180.873760345001,-187.497297205014
3.05142857142857,-147.421975002746,-155.674441503458
3.05714285714286,-123.511030543506,-133.392788533342
3.06285714285714,-105.487131027323,-117.007562494614
3.06857142857143,-91.3381694087956,-104.513175141278
3.07428571428571,-79.8687131504276,-94.7195697246697
3.08,-70.3249546053298,-86.8778071385287
3.08571428571429,-62.2082540663388,-80.4939441214366
3.09142857142857,-55.1755104830999,-75.2296033269171
3.09714285714286,-48.9826908537678,-70.8456375512383
3.10285714285714,-43.4512116019477,-67.1686152125085
3.10857142857143,-38.447076060322,-64.0700487316117
3.11428571428571,-33.8674578685365,-61.4530656999117
3.12,-29.6317997757711,-59.2435988993638
3.12571428571429,-25.6757420684409,-57.3844143888216
3.13142857142857,-21.94687500578,-55.8309764782827
3.13714285714286,-18.4016957050262,-54.5485345450816
3.14285714285714,-15.003376424388,-53.5100436856994
3.14857142857143,-11.7200879560554,-52.6946689086007
3.15428571428571,-8.52370644545064,-52.0867085716418
3.16,-5.38878529165834,-51.6748280422382
3.16571428571429,-2.29170779554849,-51.4515312096474
3.17142857142857,0.790042130571033,-51.4128227156911
3.17714285714286,3.87854049565962,-51.5580320560191
3.18285714285714,6.99605681497359,-51.8897849507843
3.18857142857143,10.1656996820064,-52.4141196550192
3.19428571428571,13.412114530397,-53.1407578402711
3.2,16.7622794090063,-54.0835529338641
3.20571428571429,20.2464555041637,-55.261155212574
3.21142857142857,23.8993672414957,-56.6979550262386
3.21714285714286,27.7617154200389,-58.4253970186569
3.22285714285714,31.8821716448265,-60.483805056746
3.22857142857143,36.3200729984176,-62.9249296005675
3.23428571428571,41.1491491891391,-65.8155432715736
3.24,46.4628001299592,-69.2425961558994
3.24571428571429,52.3817546248455,-73.3207543043421
3.25142857142857,59.0654841246866,-78.2036860532868
3.25714285714286,66.729723758736,-84.1014346051978
3.26285714285714,75.674288098469,-91.3080417391415
3.26857142857143,86.3289789229865,-100.247179554498
3.27428571428571,99.3328832207968,-111.551010796841
3.28,115.67898079251,-126.204036416565
3.28571428571429,136.995709940661,-145.823219365272
3.29142857142857,166.140975996463,-173.248990081119
3.29714285714286,208.584710349924,-213.920856589579
3.30285714285714,276.015446642778,-279.46589516988
3.30857142857143,396.434356853903,-397.742190211697
3.31428571428571,614.785184291729,-613.465165110285
3.32,-129.160583594531,128.292079183113
3.32571428571429,-588.611048180984,586.97128933866
3.33142857142857,-378.323484235192,379.269017607711
3.33714285714286,-266.511287006352,269.55532363499
3.34285714285714,-203.014784172647,207.923856573864
3.34857142857143,-162.579190630884,169.24897923282
3.35428571428571,-134.577856719074,142.960135353019
3.36,-113.969930690945,124.04473516715
3.36571428571429,-98.0920755655382,109.855940496729
3.37142857142857,-85.4133268555973,98.8737766134959
3.37714285714286,-74.9936142801776,90.1663914583169
3.38285714285714,-66.2244854591018,83.1321084610529
3.38857142857143,-58.694834720081,77.3658629760741
3.39428571428571,-52.1167658626982,72.585476438536
3.4,-46.2824247897946,68.588750965787
3.40571428571429,-41.0377164305266,65.2273704048151
3.41142857142857,-36.2656796751601,62.3904190432993
3.41714285714286,-31.8756176806094,59.9936365074486
3.42285714285714,-27.7957806442429,57.9722189754766
3.42857142857143,-23.9683087995038,56.2758834062628
3.43428571428571,-20.3456514004951,54.8654175559309
3.44,-16.8879710304896,53.7102314271556
3.44571428571429,-13.5612175086051,52.7866008608457
3.45142857142857,-10.3356627078304,52.076401788678
3.45714285714286,-7.1847545314041,51.5662019801192
3.46285714285714,-4.08419081168143,51.2466216975799
3.46857142857143,-1.01114106879027,51.1119047552218
3.47428571428571,2.05643877279275,51.1596626652766
3.48,5.14044332888771,51.3907704021278
3.48571428571429,8.26324580132022,51.8094052187952
3.49142857142857,11.4483556281977,52.4232317102262
3.49714285714286,14.7211473965441,53.2437485027112
3.50285714285714,18.1097104395583,54.2868262124985
3.50857142857143,21.6458822304326,55.5734847316439
3.51428571428571,25.3665507318438,57.1309834093741
3.52,29.3153454448403,58.9943348307107
3.52571428571429,33.5448911143501,61.2084089782028
3.53142857142857,38.1198840457038,63.8308819070575
3.53714285714286,43.121390041164,66.9364230331891
3.54285714285714,48.6529933404973,70.6227460200661
3.54857142857143,54.8498187074829,75.0195410696909
3.55428571428571,61.8921408455582,80.3019979093668
3.56,70.0265615773936,86.7118934503186
3.56571428571429,79.6001544996975,94.5916339098594
3.57142857142857,91.1178352453385,104.441492255449
3.57714285714286,105.343553195541,117.020603527172
3.58285714285714,123.489433614984,133.535776909439
3.58857142857143,147.594966386668,156.020059460971
3.59428571428571,181.354607094656,188.159009108924
3.6,232.114168467827,237.283912073958
3.60571428571429,316.154663161061,319.64720265736
3.61142857142857,470.097100785174,471.808437904375
3.61714285714286,577.189478014015,577.183155817393
3.62285714285714,-593.311591320165,-593.03520136394
3.62857142857143,-467.137734358849,-468.575490524494
3.63428571428571,-314.464125926228,-317.674027821825
3.64,-231.241871723658,-236.125556575088
3.64571428571429,-180.898437272997,-187.415354854901
3.65142857142857,-147.369012768887,-155.506030922936
3.65714285714286,-123.402166432561,-133.160272793183
3.66285714285714,-105.345728816444,-116.734645032052
3.66857142857143,-91.1808726606284,-104.216692066661
3.67428571428571,-79.706412439175,-94.4105142162813
3.68,-70.1645927963866,-86.563161071806
3.68571428571429,-62.0542046896725,-80.17806918724
3.69142857142857,-55.0304964131672,-74.9151657380662
3.69714285714286,-48.8483768428087,-70.5342030156704
3.70285714285714,-43.3285854666262,-66.8610305447753
3.70857142857143,-38.3366959187718,-63.766688351242
3.71428571428571,-33.7696144331254,-61.1539925099273
3.72,-29.5466242745216,-58.9486704069336
3.72571428571429,-25.6032789241727,-57.0933533679831
3.73142857142857,-21.8871313677888,-55.5434183634766
3.73714285714286,-18.354675589823,-54.264059350367
3.74285714285714,-14.969104523579,-53.228197501065
3.74857142857143,-11.6986264746329,-52.4149782892533
3.75428571428571,-8.51516726059708,-51.8086900223981
3.76,-5.39333904019007,-51.397994073501
3.76571428571429,-2.3095910673386,-51.1753939608298
3.77142857142857,0.758520580773221,-51.1368958175185
3.77714285714286,3.83299375619077,-51.2818311786972
3.78285714285714,6.9360133494055,-51.612827324098
3.78857142857143,10.0905956866438,-52.1359227243367
3.79428571428571,13.3212843489246,-52.8608371210091
3.8,16.6549430926308,-53.801419030699
3.80571428571429,20.1217023668785,-54.9763098620341
3.81142857142857,23.7561338857258,-56.409885879985
3.81714285714286,27.5987561267163,-58.1335706741046
3.82285714285714,31.6980181091296,-60.1876574983973
3.82857142857143,36.1129789253453,-62.6238526200595
3.83428571428571,40.9170128321814,-65.5088643511457
3.84,46.2030536794816,-68.9295472448552
3.84571428571429,52.0912018714447,-73.0004208571064
3.85142857142857,58.7400537746385,-77.8749193237837
3.85714285714286,66.3640779529008,-83.7626920989142
3.86285714285714,75.2611671234866,-90.9570795113015
3.86857142857143,85.8580309790494,-99.8804202640421
3.87428571428571,98.7884049734007,-111.162151837371
3.88,115.035125151171,-125.780725980704
3.88571428571429,136.205093906818,-145.338303561549
3.89142857142857,165.103485926848,-172.634433518007
3.89714285714286,207.045050649901,-212.976194601286
3.90285714285714,273.132558348615,-277.453796360267
3.90857142857143,388.200197739555,-390.877236585612
3.91428571428571,569.712603985396,-570.695397473244
3.92,-150.16892263757,150.082433872522
3.92571428571429,-542.406680323429,543.523707619663
3.93142857142857,-362.950619956757,365.768183612167
3.93714285714286,-259.092526103613,263.54793152782
3.94285714285714,-198.488972677967,204.552405441478
3.94857142857143,-159.409834693215,167.073759597413
3.95428571428571,-132.157164848813,141.42561837625
3.96,-112.010231192939,122.894509044515
3.96571428571429,-96.4389284528633,108.955786328772
3.97142857142857,-83.9757884817258,98.1466744020827
3.97714285714286,-73.7142201814677,89.5649840089429
3.98285714285714,-65.0648473785454,82.625702064236
3.98857142857143,-57.6281136740103,76.9337495031023
3.99428571428571,-51.1234566316942,72.2132635530608
4,-45.3478543848914,68.2662326512101
4.00571428571429,-40.1514376644885,64.9472762530783
4.01142857142857,-35.4206868941228,62.1497701110637
4.01714285714286,-31.0656338691401,59.7899385068248
4.02285714285714,-27.0151100631235,57.8034117361979
4.02857142857143,-23.211720456003,56.1403068056223
4.03428571428571,-19.6082828191748,54.7617905980789
4.04,-16.1652448837105,53.6376425338962
4.04571428571429,-12.8487655229786,52.7445083331173
4.05142857142857,-9.62925239332403,52.0646440834341
4.05714285714286,-6.48021493722457,51.5850180623421
4.06285714285714,-3.37733381786184,51.2966823586589
4.06857142857143,-0.297674717452952,51.1943565056385
4.07428571428571,2.78100872694007,51.2761866821461
4.08,5.88092816714013,51.5436601286756
4.08571428571429,9.02491058027188,52.0016676952978
4.09142857142857,12.2370854154193,52.658719742638
4.09714285714286,15.5436532220303,53.5273336147343
4.10285714285714,18.9737892016362,54.6246263924935
4.10857142857143,22.560750763299,55.9731669258157
4.11428571428571,26.3432831967983,57.6021695644072
4.12,30.3674568516118,59.5491537478843
4.12571428571429,34.6891309692289,61.8622571427518
4.13142857142857,39.3773377663688,64.6034896655244
4.13714285714286,44.5190405324041,67.8533765860074
4.14285714285714,50.2259867336336,71.71770627331
4.14857142857143,56.644836331853,76.3375567814328
4.15428571428571,63.9725618140567,81.9045900538401
4.16,72.480624591759,88.6851069714818
4.16571428571429,82.5543447121567,97.0592611008609
4.17142857142857,94.7597970097073,107.587729239699
4.17714285714286,109.963308246437,121.13084360596
4.18285714285714,129.557976548209,139.074457188753
4.18857142857143,155.92454487826,163.789525284174
4.19428571428571,193.449855900345,199.64774857271
4.2,250.976640806583,255.464658342578
4.20571428571429,347.706167936867,350.386280622726
4.21142857142857,511.000469850842,511.699169030895
4.21714285714286,230.006216681596,229.96460030954
4.22285714285714,-560.661540268872,-560.070084881672
4.22857142857143,-395.930244527457,-397.335809221969
4.23428571428571,-278.342024799905,-281.613205148268
4.24,-210.456194065012,-215.462269519986
4.24571428571429,-167.495560779196,-174.177932379494
4.25142857142857,-137.994993786435,-146.329868203302
4.25714285714286,-116.447746143372,-126.429643678734
4.26285714285714,-99.9522651736821,-111.586910064794
4.26857142857143,-86.8508744311512,-100.151896896052
4.27428571428571,-76.1324015971452,-91.1197270645188
4.28,-67.1464460900148,-83.8455089378743
4.28571428571429,-59.4560452318487,-77.8974468153921
4.29142857142857,-52.7567525484469,-72.9761839524985
4.29714285714286,-46.8297726328043,-68.8681132456628
4.30285714285714,-41.5135732247418,-65.4171205076403
4.30857142857143,-36.6860150685077,-62.5068242697672
4.31428571428571,-32.2527203217732,-60.0490463500549
4.32,-28.1392749548416,-57.9761172653293
4.32571428571429,-24.2858607749024,-56.2356184586181
4.33142857142857,-20.6434683705361,-54.7867180309797
4.33714285714286,-17.1711621012467,-53.5975763771294
4.34285714285714,-13.8340581396748,-52.6434884723868
4.34857142857143,-10.6017923664194,-51.9055463218139
4.35428571428571,-7.44732711695797,-51.369678779087
4.36,-4.34599154534565,-51.0259738297645
4.36571428571429,-1.27467959545457,-50.8682205857463
4.37142857142857,1.78885193697997,-50.8936307391109
4.37714285714286,4.86663159486046,-51.102715905366
4.38285714285714,7.98110824515985,-51.4993107129797
4.38857142857143,11.1558120024543,-52.0907435605477
4.39428571428572,14.4160830067004,-52.8881692856128
4.4,17.7899173740906,-53.9070922417152
4.40571428571429,21.3089929254743,-55.1681265232829
4.41142857142857,25.0099588202488,-56.6980652082554
4.41714285714286,28.936107049108,-58.5313669336597
4.42285714285714,33.1395967644806,-60.712223016849
4.42857142857143,37.6844864612103,-63.2974536377567
4.43428571428572,42.6509646838689,-66.3606179890337
4.44,48.1413942118205,-69.9979477322613
4.44571428571429,54.2891659846447,-74.3370938341961
4.45142857142857,61.2720285853023,-79.5503447142185
4.45714285714286,69.3327788356668,-85.8751897119172
4.46285714285714,78.8125162504346,-93.6474116511336
4.46857142857143,90.2062824809062,-103.356495474179
4.47428571428572,104.26063226201,-115.742833010926
4.48,122.154492548264,-131.977941530604
4.48571428571429,145.857165393809,-154.021238064766
4.49142857142857,178.89340276675,-185.382533517677
4.49714285714286,228.116692100269,-232.889402766089
4.50285714285714,307.960372889586,-310.924311296859
4.50857142857143,445.124680752785,-446.097889473947
4.51428571428572,479.715263695187,-479.070859872639
4.52,-500.818909014263,499.676672593075
4.52571428571429,-440.854052609862,441.472503171434
4.53142857142857,-305.193950966999,307.81221277205
4.53714285714286,-226.55979705344,230.987141108549
4.54285714285714,-177.978765197002,184.121902767471
4.54857142857143,-145.304128417926,153.121365303577
4.55428571428572,-121.821226959804,131.296861041056
4.56,-104.069811301834,115.203078405318
4.56571428571429,-90.1126786467927,102.912685086975
4.57142857142857,-78.7880833918616,93.2713297738939
4.57714285714286,-69.3592714817782,85.5484062294143
4.58285714285714,-61.3371005468422,79.2603137195915
4.58857142857143,-54.3841868102587,74.0749696992856
4.59428571428572,-48.2601660194936,69.7573012539948
4.6,-42.7889359864011,66.1366493288025
4.60571428571429,-37.8382528827109,63.0864920199287
4.61142857142857,-33.3065739192384,60.5113985029348
4.61714285714286,-29.1143102892873,58.3383890073537
4.62285714285714,-25.1978513173127,56.511069654143
4.62857142857143,-21.5053785996589,54.9855671237651
4.63428571428572,-17.9938639427168,53.7276625672559
4.64,-14.6268656740414,52.7107450999215
4.64571428571429,-11.3728715504784,51.914339593352
4.65142857142857,-8.2040193286699,51.3230475908295
4.65714285714286,-5.09507836451031,50.9257943431256
4.66285714285714,-2.02260898318634,50.7153109547835
4.66857142857143,1.0357624013893,50.6878054725477
4.67428571428572,4.10200133927147,50.8427948016516
4.68,7.19829821123124,51.1830834609597
4.68571428571429,10.3477148621233,51.7148874215398
4.69142857142857,13.5748854106182,52.4481132716659
4.69714285714286,16.9068174874121,53.3968163243297
4.70285714285714,20.3738513574497,54.5798779148911
4.70857142857143,24.0108528951276,56.0219645816729
4.71428571428572,27.8587456185429,57.7548638995539
4.72,31.9665327478051,59.8193395086412
4.72571428571429,36.3940324099483,62.2677213815981
4.73142857142857,41.215664780275,65.1675637806567
4.73714285714286,46.525819513103,68.6068930167554
4.74285714285714,52.4466508563716,72.7018854374799
4.74857142857143,59.1397015623024,77.608367800323
4.75428571428572,66.8237520139776,83.5395233239016
4.76,75.8031529022055,90.794040320255
4.76571428571429,86.5145450433091,99.8025688847546
4.77142857142857,99.6073876001342,111.207834018475
4.77714285714286,116.090167459457,126.010128622228
4.78285714285714,137.612647630931,145.848215808826
4.78857142857143,167.051137256571,173.581844620739
4.79428571428572,209.820446296131,214.597567082643
4.8,276.973671009953,279.894049765587
4.80571428571429,390.741649667114,391.595595490513
4.81142857142857,526.102898932522,524.792984597064
4.81714285714286,-247.852994988056,-247.096366420244
4.82285714285714,-489.227959097029,-488.875309384941
4.82857142857143,-339.286214960013,-341.164232071383
4.83428571428572,-246.914045228819,-250.762344134528
4.84,-191.102458181317,-196.760534461984
4.84571428571429,-154.404655783124,-161.795916290492
4.85142857142857,-128.498356122114,-137.58787910119
4.85714285714286,-109.186610518682,-119.962102797877
4.86285714285714,-94.1701053562135,-106.633227156237
4.86857142857143,-82.0951646983579,-96.2573043297876
4.87428571428572,-72.1164060073166,-87.9965174323079
4.88,-63.6797235382432,-81.3032068146618
4.88571428571429,-56.4070485346491,-75.8052044886643
4.89142857142857,-50.0315257963718,-71.2413557285019
4.89714285714286,-44.3592239369479,-67.4234571633475
4.90285714285714,-39.2455541725512,-64.2128423952306
4.90857142857143,-34.580214034411,-61.5054617789754
4.91428571428572,-30.2772655004702,-59.2220834612076
4.92,-26.2684099804494,-57.3016893871737
4.92571428571429,-22.4983118108767,-55.6969260812223
4.93142857142857,-18.9212672016319,-54.3709139183072
4.93714285714286,-15.4987753198843,-53.2949780399349
4.94285714285714,-12.1977241798031,-52.44702049467
4.94857142857143,-8.98900002793716,-51.8103502908929
4.95428571428572,-5.84638920536348,-51.3728500853243
4.96,-2.7456798089496,-51.1263990929854
4.96571428571429,0.336105126774965,-51.0664997219895
4.97142857142857,3.42139604173614,-51.1920754664027
4.97714285714286,6.53273130489415,-51.5054229985588
4.98285714285714,9.69341850254596,-52.0123144691134
4.98857142857143,12.9282440940232,-52.7222585507922
4.99428571428571,16.2642782339824,-53.6489424442073
5,19.7318322351497,-54.8108938270387
5.00571428571429,23.3656440924867,-56.2324241340623
5.01142857142857,27.2063960205001,-57.9449463947758
5.01714285714286,31.3027127214809,-59.9888081127943
5.02285714285714,35.7138597410761,-62.4158522229504
5.02857142857143,40.5134744716081,-65.2930338798632
5.03428571428571,45.7948477452561,-68.7076074740524
5.04,51.6785856083622,-72.7747110678792
5.04571428571429,58.3240209719064,-77.6487167479893
5.05142857142857,65.9467139382003,-83.5406860048673
5.05714285714286,74.8461885317379,-90.7460804598516
5.06285714285714,85.4515854186826,-99.6904141285776
5.06857142857143,98.4001686258763,-111.007799724841
5.07428571428571,114.679435152946,-125.683169336364
5.08,135.900324863188,-145.325737718492
5.08571428571429,164.8603936157,-172.732741114974
5.09142857142857,206.79436418367,-213.141301320607
5.09714285714286,272.275930154804,-277.133404245498
5.10285714285714,382.075178592964,-385.499410214546
5.10857142857143,510.834982003262,-512.86414746365
5.11428571428571,-212.894429123378,213.111350393401
5.12,-482.54184694371,484.608586579565
5.12571428571429,-338.00533215522,341.482394998539
5.13142857142857,-246.302513425427,251.241032798928
5.13714285714286,-190.638487580062,197.081482469457
5.14285714285714,-154.002332909042,161.979932976131
5.14857142857143,-128.137106623757,137.674532025513
5.15428571428571,-108.858725585267,119.980253330421
5.16,-93.8711099554727,106.602029453826
5.16571428571429,-81.8217239450793,96.1894195177853
5.17142857142857,-71.8657994970697,87.9004430648408
5.17714285714286,-63.4496803924457,81.1847477761152
5.18285714285714,-56.1956713710416,75.6683844846461
5.18857142857143,-49.837239394166,71.0889882784374
5.19428571428571,-44.1807335348906,67.2575101092514
5.2,-39.0818100601445,64.0346751854924
5.20571428571429,-34.4303816759609,61.3159825512231
5.21142857142857,-30.1407008645357,59.0218542548683
5.21714285714286,-26.1446397705491,57.0909968769865
5.22285714285714,-22.3870183043501,55.4758287089906
5.22857142857143,-18.8222774626484,54.1392723495042
5.23428571428571,-15.4120546396884,53.0524734462671
5.24,-12.1233736664044,52.1931636779291
5.24571428571429,-8.92725825039677,51.5444837556188
5.25142857142857,-5.79763762260936,51.0941445064634
5.25714285714286,-2.71045142414605,50.8338447065721
5.26285714285714,0.357114391771233,50.7588912986035
5.26857142857143,3.42731234209084,50.8679865972206
5.27428571428571,6.52248005023768,51.1631634707014
5.28,9.66568663713638,51.6498668987143
5.28571428571429,12.8814216188874,52.337195898913
5.29142857142857,16.1963771400493,53.2383289206137
5.29714285714286,19.6403815303896,54.3711647399347
5.30285714285714,23.2475544219702,55.7592314532271
5.30857142857143,27.0577798863095,57.4329507636279
5.31428571428571,31.1186384207605,59.4313924031065
5.32,35.4880068937411,61.8047218932359
5.32571428571429,40.237642553535,64.6176515407565
