"Freq [GHz]","re(Z(1,1)) []","re(Z(1,2)) []"
2.74285714285714,25.7183080716873,-20.9618455267366
2.74857142857143,25.7057016698543,-20.922741976637
2.75428571428571,25.6945394315805,-20.8875291732481
2.76,25.6848629362748,-20.8562758811471
2.76571428571429,25.676712163512,-20.8290369456509
2.77142857142857,25.6701249658134,-20.8058537772348
2.77714285714286,25.6651365348509,-20.7867548500549
2.78285714285714,25.6617788685354,-20.7717562055702
2.78857142857143,25.6600802456322,-20.7608619535184
2.79428571428571,25.6600647140012,-20.75406476349
2.8,25.661751597777,-20.7513463416063
2.80571428571429,25.6651550282253,-20.7526778877928
2.81142857142857,25.6702835023435,-20.7580205302824
2.81714285714286,25.6771394727578,-20.7673257348876
2.82285714285714,25.6857189719175,-20.7805356875675
2.82857142857143,25.6960112731936,-20.7975836496
2.83428571428571,25.7079985910548,-20.8183942854739
2.84,25.7216558222222,-20.8428839642738
2.84571428571429,25.7369503294459,-20.8709610359145
2.85142857142857,25.7538417693092,-20.9025260841437
2.85714285714286,25.7722819653647,-20.9374721586377
2.86285714285714,25.7922148277571,-20.9756849889118
2.86857142857143,25.8135763204497,-21.0170431830595
2.87428571428571,25.8362944770659,-21.0614184145999
2.88,25.8602894663871,-21.1086756008671
2.88571428571429,25.8854737084464,-21.1586730765353
2.89142857142857,25.9117520421827,-21.2112627659233
2.89714285714286,25.9390219455221,-21.2662903577709
2.90285714285714,25.9671738086951,-21.3235954861607
2.90857142857143,25.9960912615249,-21.3830119211598
2.91428571428571,26.0256515552151,-21.4443677727096
2.92,26.0557259990205,-21.5074857111121
2.92571428571429,26.0861804519497,-21.5721832072588
2.93142857142857,26.1168758692876,-21.6382727955761
2.93714285714286,26.1476689034325,-21.7055623623706
2.94285714285714,26.1784125580672,-21.7738554619696
2.94857142857143,26.2089568942122,-21.8429516627464
2.95428571428571,26.239149786131,-21.9126469247669
2.96,26.2688377244688,-21.9827340104144
2.96571428571429,26.297866663298,-22.0530029289595
2.97142857142857,26.32608290703,-22.1232414156443
2.97714285714286,26.3533340323899,-22.1932354454068
2.98285714285714,26.3794698398443,-22.2627697809573
2.98857142857143,26.4043433280645,-22.3316285544857
2.99428571428571,26.4278116841903,-22.3995958818534
3,26.4497372818659,-22.466456507712
3.00571428571429,26.4699886782713,-22.5319964795723
3.01142857142857,26.4884416006605,-22.5960038484995
3.01714285714286,26.5049799123097,-22.6582693937277
3.02285714285714,26.5194965472733,-22.7185873681704
3.02857142857143,26.5318944029525,-22.7767562615077
3.03428571428571,26.5420871792458,-22.8325795772646
3.04,26.5500001530237,-22.8858666200527
3.04571428571429,26.5555708767463,-22.9364332889556
3.05142857142857,26.5587497904334,-22.9841028728463
3.05714285714286,26.5595007367345,-23.0287068432789
3.06285714285714,26.5578013696234,-23.0700856404592
3.06857142857143,26.5536434483025,-23.108089447656
3.07428571428571,26.5470330091026,-23.1425789493415
3.08,26.5379904096712,-23.1734260681809
3.08571428571429,26.526550241395,-23.2005146759286
3.09142857142857,26.5127611078743,-23.2237412731278
3.09714285714286,26.4966852692249,-23.2430156324436
3.10285714285714,26.4783981541369,-23.2582614002975
3.10857142857143,26.4579877437804,-23.2694166513873
3.11428571428571,26.4355538338279,-23.2764343905649
3.12,26.4112071830492,-23.279282996505
3.12571428571429,26.3850685589701,-23.277946601532
3.13142857142857,26.3572676930454,-23.2724254020254
3.13714285714286,26.3279421594583,-23.2627358939362
3.14285714285714,26.2972361931869,-23.248911028104
3.14857142857143,26.2652994640564,-23.2310002804272
3.15428571428571,26.232285824382,-23.2090696323121
3.16,26.19835204817,-23.183201457448
3.16571428571429,26.1636565799532,-23.1534943116372
3.17142857142857,26.1283583109295,-23.1200626232548
3.17714285714286,26.0926153993012,-23.0830362829771
3.18285714285714,26.0565841506119,-23.0425601324831
3.18857142857143,26.0204179723171,-22.9987933531063
3.19428571428571,25.9842664150755,-22.9519087567609
3.2,25.9482743111036,-22.9020919828296
3.20571428571429,25.9125810177305,-22.8495406061347
3.21142857142857,25.8773197718345,-22.7944631624898
3.21714285714286,25.8426171584332,-22.7370780996473
3.22285714285714,25.8085926941708,-22.6776126627231
3.22857142857143,25.775358524121,-22.6163017242393
3.23428571428571,25.7430192280837,-22.5533865698157
3.24,25.7116717304774,-22.4891136512992
3.24571428571429,25.6814053061938,-22.4237333195317
3.25142857142857,25.6523016732417,-22.3574985492136
3.25714285714286,25.6244351618339,-22.2906636682893
3.26285714285714,25.5978729487278,-22.2234831039909
3.26857142857143,25.5726753450541,-22.1562101571604
3.27428571428571,25.5488961257377,-22.0890958157259
3.28,25.5265828886313,-22.0223876172897
3.28571428571429,25.5057774319142,-21.9563285696412
3.29142857142857,25.4865161389524,-21.8911561367838
3.29714285714286,25.4688303605533,-21.8271012967812
3.30285714285714,25.4527467856489,-21.7643876762643
3.30857142857143,25.4382877925042,-21.7032307650891
3.31428571428571,25.4254717737504,-21.643837213251
3.32,25.4143134297872,-21.5864042107916
3.32571428571429,25.4048240264067,-21.5311189501944
3.33142857142857,25.3970116135386,-21.4781581696747
3.33714285714286,25.3908812034362,-21.4276877746012
3.34285714285714,25.3864349074533,-21.3798625335546
3.34857142857143,25.3836720317197,-21.3348258446707
3.35428571428571,25.3825891328519,-21.2927095673613
3.36,25.3831800356057,-21.2536339140436
3.36571428571429,25.3854358150038,-21.2177073962356
3.37142857142857,25.3893447460928,-21.1850268191435
3.37714285714286,25.3948922248047,-21.1556773188976
3.38285714285714,25.4020606638151,-21.1297324366111
3.38857142857143,25.4108293674489,-21.1072542236355
3.39428571428571,25.4211743898769,-21.0882933726484
3.4,25.4330683808692,-21.0728893695418
3.40571428571429,25.4464804234423,-21.0610706614489
3.41142857142857,25.4613758675865,-21.0528548367572
3.41714285714286,25.4777161643142,-21.0482488133246
3.42285714285714,25.4954587039985,-21.0472490317242
3.42857142857143,25.5145566629121,-21.0498416507848
3.43428571428571,25.5349588617276,-21.0560027432004
3.44,25.5566096394795,-21.0656984895595
3.44571428571429,25.579448746376,-21.0788853695741
3.45142857142857,25.6034112586483,-21.0955103497897
3.45714285714286,25.6284275184094,-21.1155110675444
3.46285714285714,25.6544231013044,-21.1388160113667
3.46857142857143,25.6813188145766,-21.1653446983831
3.47428571428571,25.709030727936,-21.1950078497283
3.48,25.7374702393899,-21.2277075653008
3.48571428571429,25.7665441780679,-21.2633374994631
3.49142857142857,25.7961549457607,-21.3017830396226
3.49714285714286,25.8262006986457,-21.3429214898998
3.50285714285714,25.8565755705198,-21.3866222621809
3.50857142857143,25.8871699384101,-21.4327470771772
3.51428571428571,25.9178707312681,-21.481150178129
3.52,25.9485617820006,-21.5316785599554
3.52571428571429,25.9791242227884,-21.5841722166679
3.53142857142857,26.0094369231557,-21.6384644099389
3.53714285714286,26.0393769698985,-21.6943819616012
3.54285714285714,26.0688201873896,-21.7517455729045
3.54857142857143,26.0976416963374,-21.8103701731601
3.55428571428571,26.1257165085047,-21.8700653002753
3.56,26.1529201542634,-21.9306355155506
3.56571428571429,26.1791293393683,-21.9918808547736
3.57142857142857,26.2042226265851,-22.0535973174641
3.57714285714286,26.2280811372973,-22.1155773957744
3.58285714285714,26.2505892675733,-22.1776106441335
3.58857142857143,26.2716354125192,-22.2394842904598
3.59428571428571,26.291112692303,-22.3009838891693
3.6,26.3089196726029,-22.3618940158519
3.60571428571429,26.3249610718592,-22.4219990029503
3.61142857142857,26.3391484473361,-22.4810837151645
3.61714285714286,26.3514008516944,-22.5389343628551
3.62285714285714,26.3616454516813,-22.5953393510027
3.62857142857143,26.3698181004473,-22.6500901607689
3.63428571428571,26.3758638552469,-22.7029822599521
3.64,26.3797374324063,-22.7538160381138
3.64571428571429,26.3814035920459,-22.8023977613776
3.65142857142857,26.3808374455819,-22.8485405413346
3.65714285714286,26.3780246798442,-22.8920653118081
3.66285714285714,26.3729616926912,-22.9328018065973
3.66857142857143,26.3656556360689,-22.9705895307481
3.67428571428571,26.3561243638356,-23.0052787172978
3.68,26.3443962830659,-23.0367312609711
3.68571428571429,26.3305101091592,-23.0648216198066
3.69142857142857,26.3145145267175,-23.0894376753098
3.69714285714286,26.296467759794,-23.1104815415246
3.70285714285714,26.2764370569693,-23.1278703130766
3.70857142857143,26.2544980982869,-23.1415367423074
3.71428571428571,26.2307343327878,-23.151429835603
3.72,26.2052362568809,-23.1575153592432
3.72571428571429,26.1781006451437,-23.1597762454833
3.73142857142857,26.1494297463598,-23.1582128900558
3.73714285714286,26.1193304585046,-23.152843333033
3.74285714285714,26.0879134970095,-23.1437033158764
3.74857142857143,26.0552925711159,-23.130846208497
3.75428571428571,26.0215835830521,-23.1143428014381
3.76,25.9869038645413,-23.0942809596785
3.76571428571429,25.9513714645046,-23.0707651360567
3.77142857142857,25.9151045008496,-23.0439157440351
3.77714285714286,25.8782205880546,-23.0138683911914
3.78285714285714,25.8408363505384,-22.9807729767933
3.78857142857143,25.8030670302289,-22.9447926584981
3.79428571428571,25.7650261945645,-22.9061026952014
3.8,25.7268255491167,-22.8648891747808
3.80571428571429,25.6885748567591,-22.8213476371823
3.81142857142857,25.6503819630229,-22.7756816048923
3.81714285714286,25.6123529250891,-22.7281010341461
3.82285714285714,25.5745922396392,-22.6788207014819
3.82857142857143,25.5372031628882,-22.6280585410484
3.83428571428571,25.5002881142056,-22.5760339488327
3.84,25.4639491533339,-22.5229660701721
3.84571428571429,25.4282885197339,-22.4690720871232
3.85142857142857,25.3934092218884,-22.4145655217838
3.85714285714286,25.359415663507,-22.3596545712882
3.86285714285714,25.326414293494,-22.3045404891635
3.86857142857143,25.2945142664847,-22.249416026688
3.87428571428571,25.2638281011264,-22.1944639465148
3.88,25.2344723240075,-22.1398556192025
3.88571428571429,25.2065680880614,-22.0857497115879
3.89142857142857,25.1802417554104,-22.0322909740869
3.89714285714286,25.1556254361234,-21.9796091320062
3.90285714285714,25.132857475822,-21.9278178840288
3.90857142857143,25.1120828867365,-21.8770140090514
3.91428571428571,25.0934537186876,-21.8272765805787
3.92,25.0771293680716,-21.7786662861141
3.92571428571429,25.0632768249093,-21.7312248471379
3.93142857142857,25.0520708596128,-21.6849745337795
3.93714285714286,25.0436941529226,-21.6399177667185
3.94285714285714,25.0383373740371,-21.5960367976401
3.94857142857143,25.0361992134682,-21.5532934583792
3.95428571428571,25.0374863785444,-21.5116289679956
3.96,25.0424135607798,-21.4709637861333
3.96571428571429,25.0512033854678,-21.4311975004478
3.97142857142857,25.0640863548907,-21.3922087352856
3.97714285714286,25.0813007974755,-21.3538550684638
3.98285714285714,25.1030928360719,-21.3159729425811
3.98857142857143,25.1297163892756,-21.2783775570902
3.99428571428571,25.1614332203887,-21.2408627271239
4,25.1985130493612,-21.2032006947372
4.00571428571429,25.2172169442684,-21.1866600587551
4.01142857142857,25.2381455019506,-21.1726738905057
4.01714285714286,25.261165672615,-21.1613515091524
4.02285714285714,25.2861512202387,-21.1527811587962
4.02857142857143,25.3129818222297,-21.1470310118737
4.03428571428571,25.3415421669746,-21.1441501857884
4.04,25.3717210632569,-21.1441697597656
4.04571428571429,25.4034105737042,-21.1471037811446
4.05142857142857,25.4365051826104,-21.1529502524305
4.05714285714286,25.4709010068493,-21.1616920923559
4.06285714285714,25.5064950571917,-21.1732980658898
4.06857142857143,25.5431845559975,-21.1877236797194
4.07428571428571,25.5808663161527,-21.2049120410043
4.08,25.6194361850851,-21.2247946784584
4.08571428571429,25.6587885568468,-21.2472923257539
4.09142857142857,25.6988159545099,-21.2723156680744
4.09714285714286,25.7394086844301,-21.2997660534012
4.10285714285714,25.7804545634099,-21.3295361705783
4.10857142857143,25.8218387192622,-21.3615106967164
4.11428571428571,25.8634434648503,-21.395566916755
4.12,25.9051482453102,-21.4315753182098
4.12571428571429,25.9468296577342,-21.4694001643103
4.13142857142857,25.9883615423025,-21.5089000487103
4.13714285714286,26.0296151434801,-21.5499284349398
4.14285714285714,26.0704593395721,-21.5923341836914
4.14857142857143,26.1107609385443,-21.6359620708492
4.15428571428571,26.1503850377082,-21.6806532989973
4.16,26.1891954444363,-21.7262460048845
4.16571428571429,26.2270551547118,-21.7725757650694
4.17142857142857,26.2638268858456,-21.8194761016574
4.17714285714286,26.2993736593225,-21.866778989735
4.18285714285714,26.3335594291998,-21.9143153677589
4.18857142857143,26.3662497510897,-21.9619156518343
4.19428571428571,26.3973124862106,-22.0094102544609
4.2,26.4266185345628,-22.0566301079953
4.20571428571429,26.4540425908296,-22.1034071927055
4.21142857142857,26.4794639161045,-22.1495750690337
4.21714285714286,26.5027671182096,-22.1949694133031
4.22285714285714,26.5238429329469,-22.2394285558703
4.22857142857143,26.542588998356,-22.2827940204015
4.23428571428571,26.5589106137699,-22.3249110627629
4.24,26.5727214753383,-22.3656292077498
4.24571428571429,26.5839443796048,-22.4048027816921
4.25142857142857,26.5925118867518,-22.4422914388319
4.25714285714286,26.598366935261,-22.4779606792231
4.26285714285714,26.6014634000647,-22.5116823557509
4.26857142857143,26.6017665865479,-22.5433351678662
4.27428571428571,26.599253653384,-22.5728051394758
4.28,26.5939139577247,-22.5999860784796
4.28571428571429,26.5857493171557,-22.6247800153445
4.29142857142857,26.5747741835454,-22.647097618185
4.29714285714286,26.5610157250617,-22.6668585817848
4.30285714285714,26.5445138136256,-22.6839919880388
4.30857142857143,26.5253209162449,-22.6984366353515
4.31428571428571,26.5035018898935,-22.7101413346076
4.32,26.4791336808976,-22.719065169343
4.32571428571429,26.4523049310058,-22.7251777179007
4.33142857142857,26.4231154936267,-22.7284592354317
4.33714285714286,26.3916758649345,-22.7289007937236
4.34285714285714,26.3581065357184,-22.7265043769916
4.34857142857143,26.3225372709428,-22.7212829319081
4.35428571428571,26.2851063249128,-22.713260370416
4.36,26.2459596008701,-22.7024715239628
4.36571428571429,26.2052497644334,-22.6889620481976
4.37142857142857,26.16313532091,-22.6727882773201
4.37714285714286,26.119779666789,-22.6540170276986
4.38285714285714,26.0753501259183,-22.6327253506595
4.38857142857143,26.0300169808341,-22.6090002347588
4.39428571428572,25.9839525094988,-22.5829382582554
4.4,25.9373300373119,-22.5546451929317
4.40571428571429,25.8903230136862,-22.5242355608687
4.41142857142857,25.8431041218044,-22.4918321462238
4.41714285714286,25.7958444292649,-22.457565464536
4.42285714285714,25.7487125864767,-22.4215731924997
4.42857142857143,25.7018740784835,-22.3839995616267
4.43428571428572,25.6554905349343,-22.3449947195533
4.44,25.6097191017059,-22.3047140631569
4.44571428571429,25.5647118765522,-22.2633175479294
4.45142857142857,25.5206154100828,-22.2209689783031
4.45714285714286,25.4775702722453,-22.1778352838208
4.46285714285714,25.4357106834877,-22.134085786184
4.46857142857143,25.3951642089045,-22.0898914621686
4.47428571428572,25.3560515127368,-22.0454242074964
4.48,25.3184861699719,-22.00085610654
4.48571428571429,25.2825745311546,-21.9563587125994
4.49142857142857,25.2484156359975,-21.9121023432956
4.49714285714286,25.2161011711135,-21.8682553952223
4.50285714285714,25.1857154668589,-21.8249836817649
4.50857142857143,25.157335528231,-21.7824497974966
4.51428571428572,25.131031094713,-21.7408125121954
4.52,25.1068647240581,-21.7002261970337
4.52571428571429,25.0848918951715,-21.6608402850567
4.53142857142857,25.0651611255129,-21.6227987675515
4.53714285714286,25.0477140987471,-21.5862397274645
4.54285714285714,25.0325857987337,-21.5512949105701
4.54857142857143,25.0198046463408,-21.518089334656
4.55428571428572,25.0093926360261,-21.4867409365675
4.56,25.0013654695228,-21.4573602566361
4.56571428571429,24.9957326844924,-21.4300501595919
4.57142857142857,24.9924977763438,-21.4049055909073
4.57714285714286,24.991658311976,-21.3820133671374
4.58285714285714,24.9932060345338,-21.3614519987173
4.58857142857143,24.9971269586853,-21.3432915435131
4.59428571428572,25.0034014563477,-21.3275934892681
4.6,25.012004333055,-21.3144106631127
4.60571428571429,25.0229048955446,-21.3037871662093
4.61142857142857,25.0360670114138,-21.2957583316743
4.61714285714286,25.0514491619194,-21.2903507039571
4.62285714285714,25.0690044892756,-21.2875820379712
4.62857142857143,25.0886808399557,-21.2874613163499
4.63428571428572,25.1104208057256,-21.2899887833907
4.64,25.1341617642495,-21.2951559943873
4.64571428571429,25.1598359212223,-21.3029458792477
4.65142857142857,25.1873703561474,-21.3133328194666
4.65714285714286,25.2166870738639,-21.3262827377589
4.66285714285714,25.2477030640452,-21.3417531998358
4.66857142857143,25.2803303709244,-21.3596935280253
4.67428571428572,25.3144761754565,-21.3800449266494
4.68,25.3500428921891,-21.4027406192559
4.68571428571429,25.3869282830266,-21.4277059980051
4.69142857142857,25.4250255900475,-21.4548587856758
4.69714285714286,25.4642236894263,-21.484109210934
4.70285714285714,25.5044072684543,-21.5153601976211
4.70857142857143,25.5454570274461,-21.5485075689968
4.71428571428572,25.587249908244,-21.5834402678962
4.72,25.6296593507843,-21.6200405939126
4.72571428571429,25.672555578966,-21.6581844587432
4.73142857142857,25.7158059168777,-21.6977416608164
4.73714285714286,25.7592751360498,-21.7385761804153
4.74285714285714,25.8028258342071,-21.78054649636
4.74857142857143,25.8463188455341,-21.8235059253561
4.75428571428572,25.8896136821322,-21.8673029849728
4.76,25.9325690060285,-21.9117817810746
4.76571428571429,25.9750431304539,-21.9567824204622
4.77142857142857,26.0168945488946,-22.002141449202
4.77714285714286,26.0579824897667,-22.0476923170035
4.78285714285714,26.098167494171,-22.093265867727
4.78857142857143,26.1373120136503,-22.1386908558778
4.79428571428572,26.1752810244218,-22.1837944886593
4.8,26.2119426540255,-22.2284029928805
4.80571428571429,26.2471688159165,-22.2723422056983
4.81142857142857,26.2808358470714,-22.3154381878708
4.81714285714286,26.3128251432973,-22.3575178578524
4.82285714285714,26.3430237865758,-22.3984096447854
4.82857142857143,26.3713251585198,-22.437944158025
4.83428571428572,26.3976295338056,-22.4759548705887
4.84,26.4218446472704,-22.5122788135856
4.84571428571429,26.4438862284168,-22.5467572782991
4.85142857142857,26.4636784970528,-22.5792365223965
4.85714285714286,26.4811546139944,-22.6095684763991
4.86285714285714,26.4962570810244,-22.6376114462993
4.86857142857143,26.5089380847146,-22.6632308079802
4.87428571428572,26.5191597791803,-22.6862996888827
4.88,26.5268945034629,-22.7066996322048
4.88571428571429,26.5321249299566,-22.7243212387467
4.89142857142857,26.5348441410691,-22.7390647814691
4.89714285714286,26.5350556322196,-22.750840787705
4.90285714285714,26.5327732401993,-22.7595705840373
4.90857142857143,26.5280209969532,-22.7651867988252
4.91428571428572,26.5208329098382,-22.7676338174896
4.92,26.5112526704836,-22.7668681858399
4.92571428571429,26.4993332953802,-22.7628589568704
4.93142857142857,26.485136702356,-22.7555879768048
4.93714285714286,26.4687332279751,-22.7450501064537
4.94285714285714,26.4502010917965,-22.7312533743715
4.94857142857143,26.4296258141387,-22.7142190587723
4.95428571428572,26.4070995946877,-22.6939816956714
4.96,26.3827206596825,-22.6705890113488
4.96571428571429,26.3565925858411,-22.6441017778412
4.97142857142857,26.3288236093248,-22.6145935909068
4.97714285714286,26.2995259280813,-22.5821505706077
4.98285714285714,26.2688150057427,-22.5468709854635
4.98857142857143,26.2368088849781,-22.5088648019077
4.99428571428571,26.203627517722,-22.4682531615934
5,26.1693921191342,-22.425167789885
5.00571428571429,26.1342245514359,-22.3797503396515
5.01142857142857,26.0982467429101,-22.3321516752498
5.01714285714286,26.0615801465552,-22.2825311022262
5.02285714285714,26.024345241833,-22.2310555489631
5.02857142857143,25.9866610820777,-22.1778987069676
5.03428571428571,25.9486448890767,-22.1232401370333
5.04,25.9104116954103,-22.0672643487974
5.04571428571429,25.8720740342363,-22.0101598615071
5.05142857142857,25.8337416753177,-21.9521182538906
5.05714285714286,25.7955214053404,-21.893333211077
5.06285714285714,25.7575168498937,-21.8339995763648
5.06857142857143,25.7198283338858,-21.7743124154385
5.07428571428571,25.6825527767549,-21.7144661002572
5.08,25.6457836184542,-21.6546534194428
5.08571428571429,25.609610771986,-21.5950647214161
5.09142857142857,25.5741205981342,-21.5358870959744
5.09714285714286,25.5393958980695,-21.4773035992709
5.10285714285714,25.5055159195611,-21.4194925264909
5.10857142857143,25.4725563727586,-21.3626267357135
5.11428571428571,25.4405894517063,-21.3068730257342
5.12,25.4096838581512,-21.2523915697948
5.12571428571429,25.3799048245173,-21.1993354064333
5.13142857142857,25.3513141333667,-21.1478499879335
5.13714285714286,25.323970131078,-21.0980727861421
5.14285714285714,25.2979277339531,-21.0501329547219
5.14857142857143,25.2732384253552,-21.0041510463708
5.15428571428571,25.2499502430002,-20.9602387828419
5.16,25.2281077558658,-20.9184988751399
5.16571428571429,25.2077520306618,-20.8790248906602
5.17142857142857,25.188920588159,-20.841901163435
5.17714285714286,25.1716473500132,-20.8072027429823
5.18285714285714,25.1559625770951,-20.7749953761675
5.18857142857143,25.141892800508,-20.7453355149319
5.19428571428571,25.1294607465412,-20.7182703399574
5.2,25.1186852563142,-20.693837785004
5.20571428571429,25.1095811986846,-20.6720665361737
5.21142857142857,25.1021593677446,-20.6529759577697
5.21714285714286,25.0964263318422,-20.6365758448879
5.22285714285714,25.0923841133545,-20.6228657750434
5.22857142857143,25.0900292235743,-20.6118334823228
5.23428571428571,25.0893488573241,-20.6034506206553
5.24,25.0903010736827,-20.5976608800377
5.24571428571429,25.0926548541709,-20.5943520567953
5.25142857142857,25.0930962771442,-20.594123012845
5.25714285714286,25.0979477680248,-20.6003014049405
5.26285714285714,25.1089010403467,-20.6033217508945
5.26857142857143,25.1185746668495,-20.6099759045113
