"Freq [GHz]","re(Z(1,1)) [] - stripwidth='4.7mm'","re(Z(2,1)) [] - stripwidth='4.7mm'"
4.26857142857143,8.59648003429075,7.3852780578111
4.27428571428571,7.070417580252,5.83328984521034
4.28,5.95327618912483,4.68600831019821
4.28571428571429,5.11406990183723,3.81257031671449
4.29142857142857,4.47053335721596,3.1306692300091
4.29714285714286,3.96895143124883,2.58643406674428
4.30285714285714,3.57309420002095,2.14338830459934
4.30857142857143,3.2578508333108,1.776093702693
4.31428571428571,3.00541603235752,1.46633829850569
4.32,2.80292531337856,1.20076753770107
4.32571428571429,2.64094466732418,0.969365252277297
4.33142857142857,2.51248131561066,0.76445156595115
4.33714285714286,2.41232210030892,0.580004088685155
4.34285714285714,2.33658378002052,0.411186074555782
4.34857142857143,2.28240421852335,0.254009529286323
4.35428571428571,2.24773000709613,0.105087352221353
4.36,2.23117233383494,-0.0385556990859418
4.36571428571429,2.23191323494266,-0.179633865567773
4.37142857142857,2.24965120136139,-0.320727903004118
4.37714285714286,2.28457993744939,-0.464400720544479
4.38285714285714,2.3373978081076,-0.613310928297234
4.38857142857143,2.40934882505044,-0.770333757018968
4.39428571428572,2.50229946542103,-0.938699771141176
4.4,2.61885976916446,-1.12216422559229
4.40571428571429,2.76256277941252,-1.32522431731961
4.41142857142857,2.93812459755366,-1.553408911538
4.41714285714286,3.15181994782571,-1.81367729210532
4.42285714285714,3.41202830802577,-2.11498313441242
4.42857142857143,3.73003891401515,-2.46909270981227
4.43428571428572,4.12125950200583,-2.8918024492387
4.44,4.60707299615986,-3.40479981082621
4.44571428571429,5.21776709051564,-4.03859137189851
4.45142857142857,5.99730368900529,-4.83726278597564
4.45714285714286,7.01137192107563,-5.86650956695298
4.46285714285714,8.36157822706294,-7.22778248654149
4.46857142857143,10.2117452765734,-9.08449879836636
4.47428571428572,12.8396957026399,-11.7136491184132
4.48,16.7470428392994,-15.6152100337531
4.48571428571429,22.9144788518136,-21.7665519356995
4.49142857142857,33.4700183371828,-32.2883831662888
4.49714285714286,53.7357610398215,-52.4844956770694
4.50285714285714,100.005657270707,-98.5929933242143
4.50857142857143,239.05099346973,-237.157884636769
4.51428571428572,788.625336877058,-784.866351202162
4.52,752.295599881627,-748.704853830593
4.52571428571429,226.875519224307,-225.049886065204
4.53142857142857,95.1770006173403,-93.7783394753552
4.53714285714286,51.0472979209895,-49.7801913333114
4.54285714285714,31.6683322193579,-30.4483669156608
4.54857142857143,21.5769084565612,-20.3711454912924
4.55428571428572,15.6922388456359,-14.4844693117055
4.56,11.9758792890085,-10.7564863503712
4.56571428571429,9.48672654482823,-8.24903296900101
4.57142857142857,7.74305157049197,-6.48178326281699
4.57714285714286,6.4780326564842,-5.1885877371331
4.58285714285714,5.53440859648511,-4.21247006832373
4.58857142857143,4.8147283703612,-3.45603599171205
4.59428571428572,4.25606654795821,-2.85626655470033
4.6,3.8163760439409,-2.37090958423674
4.60571428571429,3.46674307973524,-1.97075291465034
4.61142857142857,3.18680130256599,-1.63504508348929
4.61714285714286,2.96191634798698,-1.34867901259039
4.62285714285714,2.78140283260852,-1.10040266841038
4.62857142857143,2.63736481262295,-0.881648553990059
4.63428571428572,2.52392470657979,-0.685747131133816
4.64,2.43670132679829,-0.507384408891685
4.64571428571429,2.37245212880558,-0.342217959025605
4.65142857142857,2.32882682097594,-0.186597192310186
4.65714285714286,2.30419891356306,-0.0373526184739479
4.66285714285714,2.2975539754619,0.108369706064453
4.66857142857143,2.30842132036186,0.253245341721062
4.67428571428572,2.33684132716861,0.399892885457259
4.68,2.38336470660414,0.550990068157344
4.68571428571429,2.44908349886766,0.709394192406001
4.69142857142857,2.53569701210047,0.878277121975404
4.69714285714286,2.6456198608152,1.06128699615767
4.70285714285714,2.78214443498899,1.26275261546705
4.70857142857143,2.94967752584341,1.48795283527539
4.71428571428572,3.1540820432726,1.7434837667461
4.72,3.40317246136971,2.03777370213887
4.72571428571429,3.70744152819061,2.38182408091561
4.73142857142857,4.08114443694221,2.79030297841764
4.73714285714286,4.54395121552504,3.28320156558143
4.74285714285714,5.12353011665671,3.88841515761996
4.74857142857143,5.85970863333796,4.64589288143735
4.75428571428572,6.81141185779823,5.61455043189721
4.76,8.06870976629525,6.8842669321881
4.76571428571429,9.77475681676201,8.59772728668083
4.77142857142857,12.1680857279373,10.9925234941263
4.77714285714286,15.6699633774555,14.4881082745916
4.78285714285714,21.0809085996525,19.8814032204638
4.78857142857143,30.0734049566067,28.8372258205022
4.79428571428572,46.6155274354281,45.3053050538009
4.8,81.9545460620322,80.4807277410529
4.80571428571429,177.272971034407,175.354647597114
4.81142857142857,531.630276016187,528.060573985016
4.81714285714286,997.32638584864,991.579341880155
4.82285714285714,327.495576224528,324.853742769658
4.82857142857143,124.30475587562,122.598078759429
4.83428571428572,62.6991387063801,61.2664311918847
4.84,37.4552470508531,36.1247918643717
4.84571428571429,24.8869560013852,23.5972348155434
4.85142857142857,17.7798363563687,16.5028417129396
4.85714285714286,13.3897168136336,12.1101136154406
4.86285714285714,10.4975859592473,9.20558321879177
4.86857142857143,8.49727400037228,7.18574370479131
4.87428571428572,7.06050085108267,5.72365479397661
4.88,5.99722163035768,4.62993588909233
4.88571428571429,5.19137724523763,3.78881226709329
4.89142857142857,4.56892681402008,3.12629184489422
4.89714285714286,4.08089368742886,2.59328458497154
4.90285714285714,3.69388470668291,2.15615912439347
4.90857142857143,3.38454659651038,1.79121675733426
4.91428571428572,3.1361989748939,1.48133014132247
4.92,2.93672172012986,1.21382836102899
4.92571428571429,2.77719195666605,0.97912544353304
4.93142857142857,2.65098375434878,0.769806086398946
4.93714285714286,2.55316200676287,0.579999979948072
4.94285714285714,2.48006865371556,0.404942227125198
4.94857142857143,2.42903826208289,0.240655672711858
4.95428571428572,2.3982033327995,0.0837137078890759
4.96,2.38636420506984,-0.068944123690974
4.96571428571429,2.39290778529669,-0.220163019949264
4.97142857142857,2.41776568325365,-0.372704615499528
4.97714285714286,2.46140700024717,-0.529371027175266
4.98285714285714,2.5248648502151,-0.693131709881254
4.98857142857143,2.60979936533963,-0.867263928080081
4.99428571428571,2.71860406152406,-1.05551949417254
5,2.85456774337252,-1.26233414841725
5.00571428571429,3.02211163552033,-1.49310235261957
5.01142857142857,3.22713274313135,-1.75455080042819
5.01714285714286,3.47750226204227,-2.05526120734877
5.02285714285714,3.78379689721494,-2.4064215900545
5.02857142857143,4.16038978112626,-2.82293381385079
5.03428571428571,4.62711244981578,-3.32508980086363
5.04,5.21185156371478,-3.94118098679501
5.04571428571429,5.95472794387712,-4.71168962537758
5.05142857142857,6.91505791159123,-5.69626336277971
5.05714285714286,8.18342559006767,-6.98580413858822
5.06285714285714,9.90363503024657,-8.72444488245902
5.06857142857143,12.3149494099332,-11.1518311065511
5.07428571428571,15.8391285977662,-14.690241861772
5.08,21.2756280202805,-20.1399733285102
5.08571428571429,30.2889527948356,-29.1671560324961
5.09142857142857,46.8082855658921,-45.7047282145977
5.09714285714286,81.8806229609591,-80.8103125718822
5.10285714285714,175.362970224548,-174.380044311632
5.10857142857143,514.44868881404,-513.797727734475
5.11428571428571,982.517825102816,-982.374142930017
5.12,336.47768278777,-335.688766201219
5.12571428571429,127.906238370862,-126.888383933541
5.13142857142857,64.3905330578962,-63.2907288750957
5.13714285714286,38.4008117253528,-37.2564830723319
5.14285714285714,25.4831888324177,-24.3060498709702
5.14857142857143,18.1889540457597,-16.982646536893
5.15428571428571,13.6884697260346,-12.453433882881
5.16,10.7264675667617,-9.46161543833038
5.16571428571429,8.67950014708972,-7.38288260799631
5.17142857142857,7.21027544460801,-5.87937323626625
5.17714285714286,6.12369806279243,-4.75555213639584
5.18285714285714,5.30070817135661,-3.89197283027281
5.18857142857143,4.66539316214003,-3.21234757552749
5.19428571428571,4.16755958232469,-2.66609377724138
5.2,3.77299432551999,-2.21857706988723
5.20571428571429,3.45777378415695,-1.84540551351393
5.21142857142857,3.20480940326499,-1.52896102761031
5.21714285714286,3.00168125699129,-1.25621824400792
5.22285714285714,2.8392409056063,-1.01733097748623
5.22857142857143,2.71068879370832,-0.804690638977803
5.23428571428571,2.61095308623401,-0.61228250939137
5.24,2.53626532307875,-0.435234072407677
5.24571428571429,2.48386815048749,-0.269489038799766
5.25142857142857,2.45181445357067,-0.111563914984219
5.25714285714286,2.43883245827611,0.041642165672013
5.26285714285714,2.44424164573257,0.193004889439785
5.26857142857143,2.46791121139377,0.345313353255125
5.27428571428571,2.51025615015045,0.501397952757413
5.28,2.57226659797686,0.664253862064042
5.28571428571429,2.6555685524045,0.837171781505844
5.29142857142857,2.76252243492379,1.0238952679843
5.29714285714286,2.89637578275714,1.22882570511057
5.30285714285714,3.06149277104627,1.45729560974072
5.30857142857143,3.26369059400685,1.71593849915305
